“starting the job...”
0,1,2,3
training/configs/rand_gen_zinc250k_config_dict.json
Training model...
Model #Params: 5207K
[Train][100] Alpha: 0.000, Beta: 0.000, Loss: 121.00, KL: 522.86, MAE: 6.32321, Word Loss: 91.79, Topo Loss: 20.32, Assm Loss: 8.89, Pred Loss: 45.39, Word: 28.02, Topo: 84.55, Assm: 55.35, PNorm: 103.31, GNorm: 50.00
[Train][1200] Alpha: 0.000, Beta: 0.000, Loss: 40.82, KL: 721.96, MAE: 1.29655, Word Loss: 28.11, Topo Loss: 7.15, Assm Loss: 5.57, Pred Loss: 1.95, Word: 75.12, Topo: 94.97, Assm: 73.94, PNorm: 136.53, GNorm: 50.00
[Train][1300] Alpha: 0.000, Beta: 0.000, Loss: 39.02, KL: 739.65, MAE: 1.36189, Word Loss: 26.90, Topo Loss: 6.85, Assm Loss: 5.27, Pred Loss: 2.19, Word: 76.20, Topo: 95.22, Assm: 74.96, PNorm: 138.79, GNorm: 50.00
[Train][1400] Alpha: 0.000, Beta: 0.000, Loss: 38.26, KL: 775.06, MAE: 1.22999, Word Loss: 26.20, Topo Loss: 6.58, Assm Loss: 5.48, Pred Loss: 1.76, Word: 76.19, Topo: 95.42, Assm: 74.23, PNorm: 140.95, GNorm: 47.82
[Train][1500] Alpha: 0.000, Beta: 0.000, Loss: 36.43, KL: 801.12, MAE: 1.20634, Word Loss: 24.91, Topo Loss: 6.34, Assm Loss: 5.17, Pred Loss: 1.69, Word: 77.09, Topo: 95.47, Assm: 75.76, PNorm: 143.22, GNorm: 50.00
[Train][1600] Alpha: 0.000, Beta: 0.000, Loss: 34.60, KL: 852.89, MAE: 1.17151, Word Loss: 23.70, Topo Loss: 6.20, Assm Loss: 4.70, Pred Loss: 1.58, Word: 78.16, Topo: 95.65, Assm: 77.06, PNorm: 145.33, GNorm: 50.00
[Train][1700] Alpha: 0.000, Beta: 0.000, Loss: 33.83, KL: 871.82, MAE: 1.03867, Word Loss: 23.14, Topo Loss: 6.02, Assm Loss: 4.67, Pred Loss: 1.25, Word: 78.44, Topo: 95.80, Assm: 78.21, PNorm: 147.38, GNorm: 45.21
[Train][1800] Alpha: 0.000, Beta: 0.000, Loss: 33.06, KL: 895.35, MAE: 1.05006, Word Loss: 22.52, Topo Loss: 5.98, Assm Loss: 4.56, Pred Loss: 1.30, Word: 79.60, Topo: 95.77, Assm: 78.70, PNorm: 149.37, GNorm: 45.50
[Train][1900] Alpha: 0.000, Beta: 0.000, Loss: 32.78, KL: 927.08, MAE: 1.00002, Word Loss: 22.12, Topo Loss: 6.12, Assm Loss: 4.54, Pred Loss: 1.17, Word: 79.23, Topo: 96.03, Assm: 78.84, PNorm: 151.31, GNorm: 50.00
[Train][2000] Alpha: 0.000, Beta: 0.000, Loss: 31.12, KL: 965.48, MAE: 0.98034, Word Loss: 21.21, Topo Loss: 5.63, Assm Loss: 4.28, Pred Loss: 1.14, Word: 80.02, Topo: 96.05, Assm: 80.06, PNorm: 153.13, GNorm: 50.00
[Train][2100] Alpha: 0.000, Beta: 0.000, Loss: 30.56, KL: 978.04, MAE: 0.96399, Word Loss: 20.71, Topo Loss: 5.73, Assm Loss: 4.12, Pred Loss: 1.07, Word: 80.39, Topo: 96.05, Assm: 81.29, PNorm: 155.17, GNorm: 46.21
[Train][2200] Alpha: 0.000, Beta: 0.000, Loss: 29.39, KL: 1009.25, MAE: 0.94376, Word Loss: 19.95, Topo Loss: 5.21, Assm Loss: 4.23, Pred Loss: 1.04, Word: 81.12, Topo: 96.35, Assm: 80.25, PNorm: 157.01, GNorm: 50.00
[Train][2300] Alpha: 0.000, Beta: 0.000, Loss: 28.21, KL: 1033.35, MAE: 0.87865, Word Loss: 19.25, Topo Loss: 5.11, Assm Loss: 3.85, Pred Loss: 0.90, Word: 81.63, Topo: 96.47, Assm: 81.97, PNorm: 158.92, GNorm: 50.00
[Train][2400] Alpha: 0.000, Beta: 0.000, Loss: 27.53, KL: 1062.01, MAE: 0.86950, Word Loss: 18.63, Topo Loss: 5.03, Assm Loss: 3.86, Pred Loss: 0.89, Word: 81.84, Topo: 96.50, Assm: 81.55, PNorm: 160.72, GNorm: 50.00
[Train][2500] Alpha: 0.000, Beta: 0.000, Loss: 26.23, KL: 1091.67, MAE: 0.85151, Word Loss: 17.74, Topo Loss: 4.97, Assm Loss: 3.52, Pred Loss: 0.84, Word: 82.61, Topo: 96.52, Assm: 83.58, PNorm: 162.48, GNorm: 50.00
[Train][2600] Alpha: 0.000, Beta: 0.000, Loss: 26.04, KL: 1133.18, MAE: 0.86333, Word Loss: 17.56, Topo Loss: 4.96, Assm Loss: 3.52, Pred Loss: 0.85, Word: 83.19, Topo: 96.65, Assm: 83.18, PNorm: 164.22, GNorm: 48.07
[Train][2700] Alpha: 0.000, Beta: 0.000, Loss: 25.86, KL: 1136.22, MAE: 0.83402, Word Loss: 17.45, Topo Loss: 4.76, Assm Loss: 3.66, Pred Loss: 0.80, Word: 82.90, Topo: 96.61, Assm: 83.01, PNorm: 165.92, GNorm: 45.60
[Train][2800] Alpha: 0.000, Beta: 0.000, Loss: 25.25, KL: 1165.73, MAE: 0.81156, Word Loss: 16.48, Topo Loss: 4.67, Assm Loss: 4.11, Pred Loss: 0.76, Word: 83.74, Topo: 96.95, Assm: 83.83, PNorm: 167.63, GNorm: 50.00
[Train][2900] Alpha: 0.000, Beta: 0.000, Loss: 25.09, KL: 1191.98, MAE: 0.80517, Word Loss: 16.81, Topo Loss: 4.75, Assm Loss: 3.53, Pred Loss: 0.74, Word: 83.47, Topo: 96.69, Assm: 84.39, PNorm: 169.30, GNorm: 50.00
[Train][3000] Alpha: 0.000, Beta: 0.000, Loss: 23.53, KL: 1200.83, MAE: 0.76613, Word Loss: 15.69, Topo Loss: 4.47, Assm Loss: 3.36, Pred Loss: 0.70, Word: 84.29, Topo: 96.93, Assm: 84.76, PNorm: 170.99, GNorm: 50.00
[Train][3100] Alpha: 0.000, Beta: 0.000, Loss: 23.08, KL: 1214.74, MAE: 0.76443, Word Loss: 15.47, Topo Loss: 4.32, Assm Loss: 3.29, Pred Loss: 0.69, Word: 84.50, Topo: 96.95, Assm: 84.67, PNorm: 172.65, GNorm: 50.00
[Train][3200] Alpha: 0.000, Beta: 0.000, Loss: 22.63, KL: 1242.40, MAE: 0.76798, Word Loss: 15.06, Topo Loss: 4.50, Assm Loss: 3.08, Pred Loss: 0.68, Word: 84.89, Topo: 96.94, Assm: 85.16, PNorm: 174.27, GNorm: 50.00
[Train][3300] Alpha: 0.000, Beta: 0.000, Loss: 21.30, KL: 1267.93, MAE: 0.75006, Word Loss: 14.02, Topo Loss: 4.36, Assm Loss: 2.93, Pred Loss: 0.65, Word: 85.99, Topo: 96.98, Assm: 85.95, PNorm: 175.86, GNorm: 47.03
[Train][3400] Alpha: 0.000, Beta: 0.000, Loss: 21.10, KL: 1280.98, MAE: 0.74382, Word Loss: 14.07, Topo Loss: 4.09, Assm Loss: 2.94, Pred Loss: 0.65, Word: 85.63, Topo: 97.25, Assm: 86.91, PNorm: 177.48, GNorm: 50.00
[Train][3500] Alpha: 0.000, Beta: 0.000, Loss: 21.34, KL: 1296.78, MAE: 0.75699, Word Loss: 14.29, Topo Loss: 4.13, Assm Loss: 2.92, Pred Loss: 0.65, Word: 85.63, Topo: 97.15, Assm: 86.65, PNorm: 179.03, GNorm: 50.00
[Train][3600] Alpha: 0.000, Beta: 0.000, Loss: 21.19, KL: 1337.07, MAE: 0.74769, Word Loss: 13.82, Topo Loss: 4.25, Assm Loss: 3.12, Pred Loss: 0.66, Word: 85.86, Topo: 97.27, Assm: 86.14, PNorm: 180.58, GNorm: 50.00
[Train][3700] Alpha: 0.000, Beta: 0.000, Loss: 20.71, KL: 1360.87, MAE: 0.72965, Word Loss: 13.82, Topo Loss: 3.92, Assm Loss: 2.97, Pred Loss: 0.62, Word: 85.86, Topo: 97.30, Assm: 86.79, PNorm: 181.99, GNorm: 50.00
[Train][3800] Alpha: 0.000, Beta: 0.000, Loss: 19.82, KL: 1348.90, MAE: 0.74426, Word Loss: 13.07, Topo Loss: 4.00, Assm Loss: 2.76, Pred Loss: 0.65, Word: 86.60, Topo: 97.26, Assm: 87.56, PNorm: 183.49, GNorm: 50.00
[Train][3900] Alpha: 0.000, Beta: 0.000, Loss: 19.53, KL: 1383.34, MAE: 0.75041, Word Loss: 12.77, Topo Loss: 3.86, Assm Loss: 2.89, Pred Loss: 0.65, Word: 86.85, Topo: 97.42, Assm: 86.87, PNorm: 184.97, GNorm: 50.00
[Train][4000] Alpha: 0.000, Beta: 0.000, Loss: 18.47, KL: 1398.69, MAE: 0.73566, Word Loss: 12.21, Topo Loss: 3.75, Assm Loss: 2.51, Pred Loss: 0.64, Word: 87.15, Topo: 97.40, Assm: 88.36, PNorm: 186.46, GNorm: 50.00
[Train][4100] Alpha: 0.000, Beta: 0.000, Loss: 17.68, KL: 1435.79, MAE: 0.74628, Word Loss: 11.54, Topo Loss: 3.67, Assm Loss: 2.48, Pred Loss: 0.64, Word: 87.78, Topo: 97.46, Assm: 88.18, PNorm: 187.91, GNorm: 37.92
[Train][4200] Alpha: 0.000, Beta: 0.000, Loss: 17.64, KL: 1456.08, MAE: 0.72131, Word Loss: 11.68, Topo Loss: 3.53, Assm Loss: 2.43, Pred Loss: 0.60, Word: 87.79, Topo: 97.70, Assm: 88.89, PNorm: 189.34, GNorm: 49.25
[Train][4300] Alpha: 0.000, Beta: 0.000, Loss: 17.52, KL: 1460.61, MAE: 0.72084, Word Loss: 11.48, Topo Loss: 3.66, Assm Loss: 2.38, Pred Loss: 0.62, Word: 87.94, Topo: 97.50, Assm: 89.18, PNorm: 190.76, GNorm: 50.00
[Train][4400] Alpha: 0.000, Beta: 0.000, Loss: 17.79, KL: 1506.34, MAE: 0.76328, Word Loss: 11.66, Topo Loss: 3.59, Assm Loss: 2.53, Pred Loss: 0.69, Word: 87.96, Topo: 97.66, Assm: 88.44, PNorm: 192.20, GNorm: 50.00
[Train][4500] Alpha: 0.000, Beta: 0.000, Loss: 16.96, KL: 1514.69, MAE: 0.76196, Word Loss: 11.19, Topo Loss: 3.26, Assm Loss: 2.50, Pred Loss: 0.68, Word: 87.95, Topo: 97.77, Assm: 88.70, PNorm: 193.54, GNorm: 50.00
[Train][4600] Alpha: 0.000, Beta: 0.000, Loss: 17.07, KL: 1552.66, MAE: 0.78109, Word Loss: 11.45, Topo Loss: 3.38, Assm Loss: 2.24, Pred Loss: 0.72, Word: 88.13, Topo: 97.83, Assm: 90.02, PNorm: 194.91, GNorm: 50.00
[Train][4700] Alpha: 0.000, Beta: 0.000, Loss: 16.53, KL: 1556.14, MAE: 0.77577, Word Loss: 10.67, Topo Loss: 3.51, Assm Loss: 2.35, Pred Loss: 0.69, Word: 88.71, Topo: 97.63, Assm: 89.80, PNorm: 196.24, GNorm: 50.00
[Train][4800] Alpha: 0.000, Beta: 0.000, Loss: 16.21, KL: 1557.19, MAE: 0.74006, Word Loss: 10.55, Topo Loss: 3.46, Assm Loss: 2.20, Pred Loss: 0.64, Word: 88.84, Topo: 97.70, Assm: 89.92, PNorm: 197.59, GNorm: 50.00
[Train][4900] Alpha: 0.000, Beta: 0.000, Loss: 15.84, KL: 1572.96, MAE: 0.78600, Word Loss: 10.23, Topo Loss: 3.41, Assm Loss: 2.20, Pred Loss: 0.70, Word: 89.05, Topo: 97.64, Assm: 89.63, PNorm: 198.86, GNorm: 50.00
[Train][5000] Alpha: 0.000, Beta: 0.000, Loss: 14.72, KL: 1589.28, MAE: 0.73180, Word Loss: 9.49, Topo Loss: 3.18, Assm Loss: 2.05, Pred Loss: 0.61, Word: 90.15, Topo: 97.82, Assm: 90.68, PNorm: 200.15, GNorm: 50.00
[Train][5100] Alpha: 0.000, Beta: 0.000, Loss: 14.97, KL: 1624.10, MAE: 0.78726, Word Loss: 9.70, Topo Loss: 3.21, Assm Loss: 2.05, Pred Loss: 0.72, Word: 89.63, Topo: 97.80, Assm: 90.66, PNorm: 201.41, GNorm: 50.00
[Train][5200] Alpha: 0.000, Beta: 0.000, Loss: 15.11, KL: 1629.66, MAE: 0.73772, Word Loss: 10.05, Topo Loss: 3.09, Assm Loss: 1.97, Pred Loss: 0.65, Word: 89.36, Topo: 97.89, Assm: 90.87, PNorm: 202.72, GNorm: 50.00
[Train][5300] Alpha: 0.000, Beta: 0.000, Loss: 15.41, KL: 1648.14, MAE: 0.74016, Word Loss: 10.11, Topo Loss: 3.20, Assm Loss: 2.09, Pred Loss: 0.64, Word: 89.15, Topo: 97.92, Assm: 90.69, PNorm: 203.87, GNorm: 50.00
[Train][5400] Alpha: 0.000, Beta: 0.000, Loss: 14.98, KL: 1677.09, MAE: 0.73802, Word Loss: 10.00, Topo Loss: 3.09, Assm Loss: 1.90, Pred Loss: 0.64, Word: 89.30, Topo: 97.92, Assm: 91.78, PNorm: 205.06, GNorm: 50.00
[Train][5500] Alpha: 0.000, Beta: 0.000, Loss: 14.00, KL: 1689.53, MAE: 0.77473, Word Loss: 9.21, Topo Loss: 2.93, Assm Loss: 1.86, Pred Loss: 0.71, Word: 90.17, Topo: 98.05, Assm: 91.57, PNorm: 206.36, GNorm: 50.00
[Train][5600] Alpha: 0.000, Beta: 0.000, Loss: 13.75, KL: 1682.01, MAE: 0.76260, Word Loss: 8.83, Topo Loss: 2.95, Assm Loss: 1.98, Pred Loss: 0.68, Word: 90.36, Topo: 98.05, Assm: 91.31, PNorm: 207.63, GNorm: 40.51
[Train][5700] Alpha: 0.000, Beta: 0.000, Loss: 13.31, KL: 1686.70, MAE: 0.74588, Word Loss: 8.52, Topo Loss: 2.90, Assm Loss: 1.89, Pred Loss: 0.63, Word: 90.73, Topo: 98.04, Assm: 91.24, PNorm: 208.91, GNorm: 47.01
[Train][5800] Alpha: 0.000, Beta: 0.000, Loss: 12.78, KL: 1747.08, MAE: 0.69698, Word Loss: 8.11, Topo Loss: 3.05, Assm Loss: 1.63, Pred Loss: 0.56, Word: 91.27, Topo: 97.92, Assm: 92.27, PNorm: 210.15, GNorm: 50.00
[Train][5900] Alpha: 0.000, Beta: 0.000, Loss: 12.67, KL: 1748.06, MAE: 0.77428, Word Loss: 8.15, Topo Loss: 2.81, Assm Loss: 1.71, Pred Loss: 0.70, Word: 90.89, Topo: 98.09, Assm: 92.16, PNorm: 211.33, GNorm: 48.17
[Train][6000] Alpha: 0.000, Beta: 0.000, Loss: 13.25, KL: 1747.55, MAE: 0.80943, Word Loss: 8.56, Topo Loss: 2.94, Assm Loss: 1.76, Pred Loss: 0.74, Word: 90.55, Topo: 98.01, Assm: 92.37, PNorm: 212.50, GNorm: 49.39
[Train][6100] Alpha: 0.000, Beta: 0.000, Loss: 13.12, KL: 1787.85, MAE: 0.78391, Word Loss: 8.51, Topo Loss: 2.82, Assm Loss: 1.79, Pred Loss: 0.72, Word: 90.72, Topo: 98.15, Assm: 92.78, PNorm: 213.65, GNorm: 42.62
[Train][6200] Alpha: 0.000, Beta: 0.000, Loss: 13.15, KL: 1815.54, MAE: 0.74748, Word Loss: 8.68, Topo Loss: 2.74, Assm Loss: 1.73, Pred Loss: 0.65, Word: 90.62, Topo: 98.25, Assm: 92.44, PNorm: 214.77, GNorm: 44.88
[Train][6300] Alpha: 0.000, Beta: 0.000, Loss: 12.40, KL: 1805.55, MAE: 0.78390, Word Loss: 8.07, Topo Loss: 2.63, Assm Loss: 1.69, Pred Loss: 0.72, Word: 91.34, Topo: 98.21, Assm: 92.59, PNorm: 216.01, GNorm: 50.00
[Train][6400] Alpha: 0.000, Beta: 0.000, Loss: 11.94, KL: 1850.94, MAE: 0.76744, Word Loss: 7.75, Topo Loss: 2.53, Assm Loss: 1.66, Pred Loss: 0.69, Word: 91.34, Topo: 98.24, Assm: 92.82, PNorm: 217.17, GNorm: 50.00
[Train][6500] Alpha: 0.000, Beta: 0.000, Loss: 11.74, KL: 1818.66, MAE: 0.73025, Word Loss: 7.54, Topo Loss: 2.58, Assm Loss: 1.62, Pred Loss: 0.61, Word: 91.64, Topo: 98.25, Assm: 92.68, PNorm: 218.33, GNorm: 50.00
[Train][6600] Alpha: 0.000, Beta: 0.000, Loss: 11.63, KL: 1847.96, MAE: 0.72843, Word Loss: 7.36, Topo Loss: 2.73, Assm Loss: 1.53, Pred Loss: 0.59, Word: 91.58, Topo: 98.16, Assm: 92.85, PNorm: 219.36, GNorm: 50.00
[Train][6700] Alpha: 0.000, Beta: 0.000, Loss: 11.35, KL: 1853.08, MAE: 0.74809, Word Loss: 7.36, Topo Loss: 2.54, Assm Loss: 1.45, Pred Loss: 0.64, Word: 91.73, Topo: 98.30, Assm: 93.30, PNorm: 220.46, GNorm: 50.00
[Train][6800] Alpha: 0.000, Beta: 0.000, Loss: 11.56, KL: 1874.25, MAE: 0.75893, Word Loss: 7.39, Topo Loss: 2.70, Assm Loss: 1.47, Pred Loss: 0.67, Word: 91.80, Topo: 98.21, Assm: 93.40, PNorm: 221.56, GNorm: 50.00
[Train][6900] Alpha: 0.000, Beta: 0.000, Loss: 11.84, KL: 1892.28, MAE: 0.75762, Word Loss: 7.74, Topo Loss: 2.57, Assm Loss: 1.53, Pred Loss: 0.68, Word: 91.55, Topo: 98.33, Assm: 93.32, PNorm: 222.64, GNorm: 46.86
[Train][7000] Alpha: 0.000, Beta: 0.000, Loss: 11.06, KL: 1890.99, MAE: 0.71818, Word Loss: 6.98, Topo Loss: 2.58, Assm Loss: 1.50, Pred Loss: 0.60, Word: 92.15, Topo: 98.24, Assm: 93.34, PNorm: 223.69, GNorm: 50.00
[Train][7100] Alpha: 0.000, Beta: 0.000, Loss: 11.18, KL: 1957.90, MAE: 0.81256, Word Loss: 7.40, Topo Loss: 2.49, Assm Loss: 1.30, Pred Loss: 0.77, Word: 91.87, Topo: 98.33, Assm: 94.37, PNorm: 224.76, GNorm: 50.00
[Train][7200] Alpha: 0.000, Beta: 0.000, Loss: 10.56, KL: 1958.46, MAE: 0.76936, Word Loss: 6.94, Topo Loss: 2.25, Assm Loss: 1.37, Pred Loss: 0.70, Word: 92.38, Topo: 98.53, Assm: 94.02, PNorm: 225.83, GNorm: 50.00
[Train][7300] Alpha: 0.000, Beta: 0.000, Loss: 10.53, KL: 1945.16, MAE: 0.77597, Word Loss: 6.82, Topo Loss: 2.33, Assm Loss: 1.37, Pred Loss: 0.69, Word: 92.53, Topo: 98.40, Assm: 93.76, PNorm: 226.91, GNorm: 50.00
[Train][7400] Alpha: 0.000, Beta: 0.000, Loss: 10.48, KL: 1974.89, MAE: 0.76675, Word Loss: 6.67, Topo Loss: 2.33, Assm Loss: 1.48, Pred Loss: 0.66, Word: 92.44, Topo: 98.42, Assm: 93.27, PNorm: 227.99, GNorm: 50.00
[Train][7500] Alpha: 0.000, Beta: 0.000, Loss: 9.76, KL: 1958.61, MAE: 0.73620, Word Loss: 6.34, Topo Loss: 2.18, Assm Loss: 1.24, Pred Loss: 0.61, Word: 92.99, Topo: 98.57, Assm: 94.25, PNorm: 229.06, GNorm: 50.00
[Train][7600] Alpha: 0.000, Beta: 0.000, Loss: 10.42, KL: 2008.62, MAE: 0.80753, Word Loss: 6.84, Topo Loss: 2.30, Assm Loss: 1.28, Pred Loss: 0.74, Word: 92.26, Topo: 98.42, Assm: 94.22, PNorm: 230.03, GNorm: 50.00
[Train][7700] Alpha: 0.000, Beta: 0.000, Loss: 9.41, KL: 1984.24, MAE: 0.75768, Word Loss: 6.10, Topo Loss: 2.10, Assm Loss: 1.21, Pred Loss: 0.65, Word: 92.99, Topo: 98.64, Assm: 94.68, PNorm: 231.02, GNorm: 50.00
[Train][7800] Alpha: 0.000, Beta: 0.000, Loss: 10.59, KL: 2000.43, MAE: 0.77096, Word Loss: 6.87, Topo Loss: 2.33, Assm Loss: 1.39, Pred Loss: 0.69, Word: 92.49, Topo: 98.52, Assm: 94.21, PNorm: 232.04, GNorm: 50.00
[Train][7900] Alpha: 0.000, Beta: 0.000, Loss: 9.95, KL: 2019.53, MAE: 0.85744, Word Loss: 6.53, Topo Loss: 2.20, Assm Loss: 1.22, Pred Loss: 0.82, Word: 92.58, Topo: 98.61, Assm: 95.08, PNorm: 233.03, GNorm: 50.00
[Train][8000] Alpha: 0.000, Beta: 0.000, Loss: 9.32, KL: 2042.23, MAE: 0.82357, Word Loss: 6.12, Topo Loss: 2.02, Assm Loss: 1.19, Pred Loss: 0.80, Word: 93.05, Topo: 98.70, Assm: 94.86, PNorm: 234.05, GNorm: 38.60
[Train][8100] Alpha: 0.000, Beta: 0.000, Loss: 9.85, KL: 2035.11, MAE: 0.82441, Word Loss: 6.31, Topo Loss: 2.08, Assm Loss: 1.46, Pred Loss: 0.78, Word: 92.95, Topo: 98.68, Assm: 93.92, PNorm: 235.06, GNorm: 50.00
[Train][8200] Alpha: 0.000, Beta: 0.000, Loss: 8.79, KL: 2016.22, MAE: 0.77107, Word Loss: 5.63, Topo Loss: 2.06, Assm Loss: 1.10, Pred Loss: 0.68, Word: 93.61, Topo: 98.65, Assm: 95.02, PNorm: 236.08, GNorm: 45.33
[Train][8300] Alpha: 0.000, Beta: 0.000, Loss: 8.72, KL: 2049.30, MAE: 0.74460, Word Loss: 5.60, Topo Loss: 1.93, Assm Loss: 1.20, Pred Loss: 0.64, Word: 93.73, Topo: 98.78, Assm: 94.54, PNorm: 237.09, GNorm: 48.25
[Train][8400] Alpha: 0.000, Beta: 0.000, Loss: 9.26, KL: 2076.39, MAE: 0.75850, Word Loss: 6.02, Topo Loss: 2.08, Assm Loss: 1.16, Pred Loss: 0.68, Word: 93.09, Topo: 98.61, Assm: 94.78, PNorm: 238.06, GNorm: 50.00
[Train][8500] Alpha: 0.000, Beta: 0.000, Loss: 8.87, KL: 2073.78, MAE: 0.75405, Word Loss: 5.71, Topo Loss: 2.00, Assm Loss: 1.15, Pred Loss: 0.66, Word: 93.50, Topo: 98.63, Assm: 94.94, PNorm: 238.98, GNorm: 50.00
[Train][8600] Alpha: 0.000, Beta: 0.000, Loss: 9.33, KL: 2090.02, MAE: 0.80554, Word Loss: 6.10, Topo Loss: 2.17, Assm Loss: 1.06, Pred Loss: 0.75, Word: 93.23, Topo: 98.62, Assm: 95.26, PNorm: 239.97, GNorm: 50.00
[Train][8700] Alpha: 0.000, Beta: 0.000, Loss: 8.81, KL: 2111.75, MAE: 0.86851, Word Loss: 5.84, Topo Loss: 1.89, Assm Loss: 1.08, Pred Loss: 0.85, Word: 93.37, Topo: 98.78, Assm: 95.54, PNorm: 240.88, GNorm: 50.00
[Train][8800] Alpha: 0.000, Beta: 0.000, Loss: 8.50, KL: 2129.88, MAE: 0.78040, Word Loss: 5.53, Topo Loss: 1.87, Assm Loss: 1.10, Pred Loss: 0.71, Word: 93.72, Topo: 98.75, Assm: 95.06, PNorm: 241.85, GNorm: 50.00
[Train][8900] Alpha: 0.000, Beta: 0.000, Loss: 8.49, KL: 2136.39, MAE: 0.80623, Word Loss: 5.54, Topo Loss: 1.78, Assm Loss: 1.18, Pred Loss: 0.75, Word: 93.91, Topo: 98.84, Assm: 94.89, PNorm: 242.73, GNorm: 50.00
[Train][9000] Alpha: 0.000, Beta: 0.000, Loss: 8.12, KL: 2119.20, MAE: 0.76498, Word Loss: 5.34, Topo Loss: 1.83, Assm Loss: 0.95, Pred Loss: 0.68, Word: 93.89, Topo: 98.79, Assm: 95.86, PNorm: 243.61, GNorm: 50.00
[Train][9100] Alpha: 0.000, Beta: 0.000, Loss: 8.36, KL: 2116.68, MAE: 0.81225, Word Loss: 5.17, Topo Loss: 2.15, Assm Loss: 1.03, Pred Loss: 0.74, Word: 94.11, Topo: 98.59, Assm: 95.26, PNorm: 244.51, GNorm: 50.00
[Train][9200] Alpha: 0.000, Beta: 0.000, Loss: 8.35, KL: 2105.40, MAE: 0.84151, Word Loss: 5.50, Topo Loss: 1.89, Assm Loss: 0.96, Pred Loss: 0.81, Word: 93.85, Topo: 98.78, Assm: 95.82, PNorm: 245.32, GNorm: 50.00
[Train][9300] Alpha: 0.000, Beta: 0.000, Loss: 7.97, KL: 2137.52, MAE: 0.78087, Word Loss: 5.19, Topo Loss: 1.78, Assm Loss: 1.00, Pred Loss: 0.71, Word: 94.13, Topo: 98.80, Assm: 95.57, PNorm: 246.27, GNorm: 43.69
