“starting the job...”
0,1,2,3
training/configs/rand_gen_zinc250k_config_dict.json
Training model...
Model #Params: 4732K
[Train][100] Alpha: 250.000, Beta: 0.000, Loss: 346.54, KL: 66.48, MAE: 0.11508, Word Loss: 94.89, Topo Loss: 27.25, Assm Loss: 8.83, Pred Loss: 0.86, Word: 26.97, Topo: 77.90, Assm: 53.96, PNorm: 101.03, GNorm: 50.00
[Train][4600] Alpha: 250.000, Beta: 0.000, Loss: 82.85, KL: 532.43, MAE: 0.05187, Word Loss: 26.32, Topo Loss: 5.44, Assm Loss: 5.42, Pred Loss: 0.18, Word: 74.52, Topo: 96.08, Assm: 75.01, PNorm: 182.11, GNorm: 50.00
[Train][4700] Alpha: 250.000, Beta: 0.000, Loss: 70.44, KL: 534.78, MAE: 0.04395, Word Loss: 26.91, Topo Loss: 5.35, Assm Loss: 5.48, Pred Loss: 0.13, Word: 73.88, Topo: 96.22, Assm: 74.08, PNorm: 183.68, GNorm: 50.00
[Train][4800] Alpha: 250.000, Beta: 0.000, Loss: 69.93, KL: 560.34, MAE: 0.04465, Word Loss: 26.76, Topo Loss: 5.26, Assm Loss: 5.63, Pred Loss: 0.13, Word: 74.43, Topo: 96.33, Assm: 74.68, PNorm: 185.25, GNorm: 50.00
[Train][4900] Alpha: 250.000, Beta: 0.000, Loss: 69.21, KL: 552.45, MAE: 0.04386, Word Loss: 26.10, Topo Loss: 5.34, Assm Loss: 5.30, Pred Loss: 0.13, Word: 74.37, Topo: 96.18, Assm: 74.70, PNorm: 186.69, GNorm: 50.00
[Train][5000] Alpha: 250.000, Beta: 0.000, Loss: 73.18, KL: 563.21, MAE: 0.04577, Word Loss: 26.31, Topo Loss: 5.40, Assm Loss: 5.12, Pred Loss: 0.15, Word: 74.33, Topo: 96.29, Assm: 76.45, PNorm: 187.96, GNorm: 50.00
[Validation][175] Alpha: 250.000, Beta: 0.000, Loss: 50.51, KL: 273.26, MAE: 0.04332, Word Loss: 13.20, Topo Loss: 2.58, Assm Loss: 2.60, Pred Loss: 0.13, Word: 74.82, Topo: 96.39, Assm: 75.92
[Train][5100] Alpha: 250.000, Beta: 0.000, Loss: 66.28, KL: 566.73, MAE: 0.04345, Word Loss: 24.25, Topo Loss: 4.94, Assm Loss: 4.84, Pred Loss: 0.13, Word: 76.14, Topo: 96.60, Assm: 77.99, PNorm: 189.46, GNorm: 50.00
[Train][5200] Alpha: 250.000, Beta: 0.000, Loss: 68.86, KL: 586.61, MAE: 0.04406, Word Loss: 24.49, Topo Loss: 4.84, Assm Loss: 4.85, Pred Loss: 0.14, Word: 76.02, Topo: 96.60, Assm: 77.71, PNorm: 190.99, GNorm: 50.00
[Train][5300] Alpha: 250.000, Beta: 0.000, Loss: 63.14, KL: 595.27, MAE: 0.04228, Word Loss: 23.83, Topo Loss: 4.57, Assm Loss: 4.90, Pred Loss: 0.12, Word: 76.76, Topo: 96.72, Assm: 77.69, PNorm: 192.38, GNorm: 50.00
[Train][5400] Alpha: 250.000, Beta: 0.000, Loss: 60.59, KL: 605.67, MAE: 0.04061, Word Loss: 23.24, Topo Loss: 4.69, Assm Loss: 4.83, Pred Loss: 0.11, Word: 77.15, Topo: 96.75, Assm: 77.89, PNorm: 193.73, GNorm: 50.00
[Train][5500] Alpha: 250.000, Beta: 0.000, Loss: 65.16, KL: 606.62, MAE: 0.04236, Word Loss: 24.17, Topo Loss: 4.75, Assm Loss: 4.69, Pred Loss: 0.13, Word: 76.14, Topo: 96.64, Assm: 78.01, PNorm: 195.20, GNorm: 50.00
[Train][5600] Alpha: 250.000, Beta: 0.000, Loss: 71.58, KL: 606.41, MAE: 0.04745, Word Loss: 23.63, Topo Loss: 4.80, Assm Loss: 4.84, Pred Loss: 0.15, Word: 76.98, Topo: 96.64, Assm: 77.51, PNorm: 196.22, GNorm: 50.00
[Train][5700] Alpha: 250.000, Beta: 0.000, Loss: 61.41, KL: 610.73, MAE: 0.04186, Word Loss: 23.41, Topo Loss: 4.90, Assm Loss: 4.70, Pred Loss: 0.11, Word: 76.90, Topo: 96.54, Assm: 78.23, PNorm: 197.63, GNorm: 50.00
[Train][5800] Alpha: 250.000, Beta: 0.000, Loss: 58.51, KL: 626.00, MAE: 0.03945, Word Loss: 23.30, Topo Loss: 4.69, Assm Loss: 4.66, Pred Loss: 0.10, Word: 77.11, Topo: 96.73, Assm: 78.66, PNorm: 199.08, GNorm: 50.00
[Train][5900] Alpha: 250.000, Beta: 0.000, Loss: 64.03, KL: 636.23, MAE: 0.04307, Word Loss: 23.18, Topo Loss: 4.50, Assm Loss: 4.44, Pred Loss: 0.13, Word: 76.86, Topo: 96.91, Assm: 79.60, PNorm: 200.28, GNorm: 50.00
[Train][6000] Alpha: 250.000, Beta: 0.000, Loss: 66.07, KL: 633.33, MAE: 0.04411, Word Loss: 23.13, Topo Loss: 4.81, Assm Loss: 4.39, Pred Loss: 0.13, Word: 76.96, Topo: 96.61, Assm: 79.55, PNorm: 201.53, GNorm: 50.00
[Train][6100] Alpha: 250.000, Beta: 0.000, Loss: 60.17, KL: 641.46, MAE: 0.04104, Word Loss: 22.66, Topo Loss: 4.43, Assm Loss: 4.68, Pred Loss: 0.11, Word: 77.38, Topo: 96.88, Assm: 78.31, PNorm: 202.83, GNorm: 50.00
[Train][6200] Alpha: 250.000, Beta: 0.000, Loss: 61.89, KL: 640.55, MAE: 0.04211, Word Loss: 22.64, Topo Loss: 4.59, Assm Loss: 4.44, Pred Loss: 0.12, Word: 77.65, Topo: 96.85, Assm: 79.62, PNorm: 204.17, GNorm: 50.00
[Train][6300] Alpha: 250.000, Beta: 0.000, Loss: 58.03, KL: 651.47, MAE: 0.03958, Word Loss: 22.00, Topo Loss: 4.58, Assm Loss: 4.40, Pred Loss: 0.11, Word: 78.44, Topo: 96.96, Assm: 79.56, PNorm: 205.45, GNorm: 50.00
[Train][6400] Alpha: 250.000, Beta: 0.000, Loss: 60.24, KL: 662.92, MAE: 0.04121, Word Loss: 22.62, Topo Loss: 4.42, Assm Loss: 4.37, Pred Loss: 0.12, Word: 77.53, Topo: 96.85, Assm: 79.84, PNorm: 206.80, GNorm: 50.00
[Train][6500] Alpha: 250.000, Beta: 0.000, Loss: 57.38, KL: 683.11, MAE: 0.03863, Word Loss: 22.17, Topo Loss: 4.42, Assm Loss: 4.43, Pred Loss: 0.11, Word: 77.88, Topo: 96.91, Assm: 79.72, PNorm: 208.30, GNorm: 50.00
[Train][6600] Alpha: 250.000, Beta: 0.000, Loss: 60.52, KL: 680.38, MAE: 0.04239, Word Loss: 22.33, Topo Loss: 4.59, Assm Loss: 4.24, Pred Loss: 0.12, Word: 77.69, Topo: 96.83, Assm: 80.14, PNorm: 209.58, GNorm: 50.00
[Validation][175] Alpha: 250.000, Beta: 0.000, Loss: 52.45, KL: 338.50, MAE: 0.04606, Word Loss: 11.86, Topo Loss: 2.29, Assm Loss: 2.21, Pred Loss: 0.14, Word: 76.78, Topo: 96.92, Assm: 79.65
[Train][6700] Alpha: 250.000, Beta: 0.000, Loss: 55.76, KL: 680.41, MAE: 0.03902, Word Loss: 21.55, Topo Loss: 4.38, Assm Loss: 4.70, Pred Loss: 0.10, Word: 78.57, Topo: 97.00, Assm: 78.72, PNorm: 210.86, GNorm: 50.00
[Train][6800] Alpha: 250.000, Beta: 0.000, Loss: 51.65, KL: 679.21, MAE: 0.03777, Word Loss: 20.31, Topo Loss: 3.87, Assm Loss: 4.06, Pred Loss: 0.09, Word: 79.55, Topo: 97.23, Assm: 80.61, PNorm: 212.14, GNorm: 50.00
[Train][6900] Alpha: 250.000, Beta: 0.000, Loss: 51.54, KL: 697.68, MAE: 0.03668, Word Loss: 19.95, Topo Loss: 4.00, Assm Loss: 4.07, Pred Loss: 0.09, Word: 79.81, Topo: 97.25, Assm: 81.49, PNorm: 213.37, GNorm: 50.00
[Train][7000] Alpha: 250.000, Beta: 0.000, Loss: 54.45, KL: 717.82, MAE: 0.03951, Word Loss: 19.96, Topo Loss: 3.85, Assm Loss: 3.96, Pred Loss: 0.11, Word: 79.57, Topo: 97.40, Assm: 82.56, PNorm: 214.73, GNorm: 50.00
[Train][7100] Alpha: 250.000, Beta: 0.000, Loss: 49.86, KL: 737.38, MAE: 0.03614, Word Loss: 19.83, Topo Loss: 3.93, Assm Loss: 4.11, Pred Loss: 0.09, Word: 80.21, Topo: 97.37, Assm: 81.72, PNorm: 216.16, GNorm: 50.00
[Train][7200] Alpha: 250.000, Beta: 0.000, Loss: 50.87, KL: 739.19, MAE: 0.03720, Word Loss: 20.00, Topo Loss: 3.83, Assm Loss: 4.07, Pred Loss: 0.09, Word: 80.12, Topo: 97.43, Assm: 81.66, PNorm: 217.40, GNorm: 50.00
[Train][7300] Alpha: 250.000, Beta: 0.000, Loss: 48.48, KL: 733.34, MAE: 0.03480, Word Loss: 19.70, Topo Loss: 3.82, Assm Loss: 4.06, Pred Loss: 0.08, Word: 80.23, Topo: 97.33, Assm: 81.14, PNorm: 218.69, GNorm: 50.00
[Train][7400] Alpha: 250.000, Beta: 0.000, Loss: 52.58, KL: 761.90, MAE: 0.03814, Word Loss: 19.22, Topo Loss: 3.98, Assm Loss: 4.22, Pred Loss: 0.10, Word: 80.02, Topo: 97.20, Assm: 80.55, PNorm: 220.06, GNorm: 50.00
[Train][7500] Alpha: 250.000, Beta: 0.000, Loss: 54.15, KL: 768.22, MAE: 0.03901, Word Loss: 20.06, Topo Loss: 3.77, Assm Loss: 3.93, Pred Loss: 0.11, Word: 79.45, Topo: 97.37, Assm: 81.39, PNorm: 221.24, GNorm: 50.00
[Train][7600] Alpha: 250.000, Beta: 0.000, Loss: 52.23, KL: 746.22, MAE: 0.03862, Word Loss: 18.90, Topo Loss: 3.57, Assm Loss: 3.99, Pred Loss: 0.10, Word: 80.80, Topo: 97.56, Assm: 81.83, PNorm: 222.21, GNorm: 50.00
[Train][7700] Alpha: 250.000, Beta: 0.000, Loss: 53.67, KL: 754.95, MAE: 0.03909, Word Loss: 20.19, Topo Loss: 3.64, Assm Loss: 3.84, Pred Loss: 0.10, Word: 79.73, Topo: 97.51, Assm: 82.82, PNorm: 223.58, GNorm: 50.00
[Train][7800] Alpha: 250.000, Beta: 0.000, Loss: 49.56, KL: 773.16, MAE: 0.03622, Word Loss: 18.74, Topo Loss: 3.73, Assm Loss: 3.97, Pred Loss: 0.09, Word: 80.64, Topo: 97.52, Assm: 82.15, PNorm: 224.70, GNorm: 50.00
[Train][7900] Alpha: 250.000, Beta: 0.000, Loss: 50.37, KL: 777.83, MAE: 0.03705, Word Loss: 18.89, Topo Loss: 3.90, Assm Loss: 3.94, Pred Loss: 0.09, Word: 80.67, Topo: 97.40, Assm: 82.22, PNorm: 225.88, GNorm: 50.00
[Train][8000] Alpha: 250.000, Beta: 0.000, Loss: 48.93, KL: 782.22, MAE: 0.03655, Word Loss: 19.04, Topo Loss: 3.49, Assm Loss: 3.75, Pred Loss: 0.09, Word: 80.66, Topo: 97.59, Assm: 82.58, PNorm: 227.08, GNorm: 50.00
[Train][8100] Alpha: 250.000, Beta: 0.000, Loss: 52.09, KL: 782.58, MAE: 0.03892, Word Loss: 18.75, Topo Loss: 3.60, Assm Loss: 3.96, Pred Loss: 0.10, Word: 81.24, Topo: 97.63, Assm: 82.59, PNorm: 228.15, GNorm: 50.00
[Train][8200] Alpha: 250.000, Beta: 0.000, Loss: 50.05, KL: 787.36, MAE: 0.03706, Word Loss: 19.25, Topo Loss: 3.63, Assm Loss: 3.95, Pred Loss: 0.09, Word: 80.36, Topo: 97.55, Assm: 82.15, PNorm: 229.34, GNorm: 50.00
[Train][8300] Alpha: 250.000, Beta: 0.000, Loss: 51.58, KL: 796.63, MAE: 0.03733, Word Loss: 19.32, Topo Loss: 3.82, Assm Loss: 3.93, Pred Loss: 0.10, Word: 80.39, Topo: 97.46, Assm: 82.34, PNorm: 230.68, GNorm: 50.00
[Validation][175] Alpha: 250.000, Beta: 0.000, Loss: 40.91, KL: 390.15, MAE: 0.03875, Word Loss: 10.11, Topo Loss: 2.02, Assm Loss: 2.00, Pred Loss: 0.11, Word: 80.13, Topo: 97.37, Assm: 81.63
