“starting the job...”
0,1,2,3
training/configs/rand_gen_zinc250k_config_dict.json
Training model...
Model #Params: 5207K
[Train][100] Alpha: 0.000, Beta: 0.000, Loss: 118.76, KL: 524.27, MAE: 6.58639, Word Loss: 89.99, Topo Loss: 20.00, Assm Loss: 8.77, Pred Loss: 48.73, Word: 27.87, Topo: 84.63, Assm: 55.62, PNorm: 103.32, GNorm: 50.00
[Train][1600] Alpha: 0.000, Beta: 0.000, Loss: 36.35, KL: 818.05, MAE: 0.96742, Word Loss: 25.02, Topo Loss: 6.25, Assm Loss: 5.08, Pred Loss: 1.08, Word: 77.04, Topo: 95.51, Assm: 76.18, PNorm: 144.38, GNorm: 45.23
[Train][1700] Alpha: 0.000, Beta: 0.000, Loss: 36.68, KL: 818.31, MAE: 0.93428, Word Loss: 25.28, Topo Loss: 6.47, Assm Loss: 4.93, Pred Loss: 0.98, Word: 77.41, Topo: 95.43, Assm: 76.92, PNorm: 146.41, GNorm: 44.09
[Train][1800] Alpha: 0.000, Beta: 0.000, Loss: 35.19, KL: 855.20, MAE: 0.90032, Word Loss: 24.26, Topo Loss: 6.12, Assm Loss: 4.81, Pred Loss: 0.95, Word: 77.83, Topo: 95.69, Assm: 77.55, PNorm: 148.36, GNorm: 50.00
[Train][1900] Alpha: 0.000, Beta: 0.000, Loss: 33.60, KL: 874.15, MAE: 0.87301, Word Loss: 22.78, Topo Loss: 6.28, Assm Loss: 4.54, Pred Loss: 0.85, Word: 78.91, Topo: 95.61, Assm: 78.44, PNorm: 150.22, GNorm: 50.00
[Train][2000] Alpha: 0.000, Beta: 0.000, Loss: 33.84, KL: 927.45, MAE: 0.86273, Word Loss: 22.68, Topo Loss: 6.64, Assm Loss: 4.52, Pred Loss: 0.86, Word: 79.50, Topo: 95.88, Assm: 79.05, PNorm: 152.09, GNorm: 50.00
[Train][2100] Alpha: 0.000, Beta: 0.000, Loss: 33.01, KL: 939.19, MAE: 0.79303, Word Loss: 22.60, Topo Loss: 5.98, Assm Loss: 4.43, Pred Loss: 0.73, Word: 79.56, Topo: 95.81, Assm: 79.43, PNorm: 153.88, GNorm: 40.65
[Train][2200] Alpha: 0.000, Beta: 0.000, Loss: 31.20, KL: 951.25, MAE: 0.76885, Word Loss: 21.50, Topo Loss: 5.53, Assm Loss: 4.17, Pred Loss: 0.66, Word: 80.18, Topo: 96.15, Assm: 80.74, PNorm: 155.67, GNorm: 50.00
[Train][2300] Alpha: 0.000, Beta: 0.000, Loss: 30.71, KL: 961.12, MAE: 0.76109, Word Loss: 21.00, Topo Loss: 5.65, Assm Loss: 4.06, Pred Loss: 0.69, Word: 80.21, Topo: 96.04, Assm: 80.52, PNorm: 157.49, GNorm: 50.00
[Train][2400] Alpha: 0.000, Beta: 0.000, Loss: 30.71, KL: 997.17, MAE: 0.72485, Word Loss: 20.75, Topo Loss: 5.69, Assm Loss: 4.28, Pred Loss: 0.62, Word: 80.78, Topo: 96.05, Assm: 79.86, PNorm: 159.18, GNorm: 50.00
[Train][2500] Alpha: 0.000, Beta: 0.000, Loss: 29.34, KL: 1018.32, MAE: 0.72192, Word Loss: 20.32, Topo Loss: 5.09, Assm Loss: 3.93, Pred Loss: 0.61, Word: 81.05, Topo: 96.44, Assm: 81.56, PNorm: 160.90, GNorm: 50.00
[Train][2600] Alpha: 0.000, Beta: 0.000, Loss: 28.42, KL: 1053.53, MAE: 0.69491, Word Loss: 19.44, Topo Loss: 5.23, Assm Loss: 3.75, Pred Loss: 0.55, Word: 81.63, Topo: 96.43, Assm: 82.35, PNorm: 162.57, GNorm: 48.06
[Train][2700] Alpha: 0.000, Beta: 0.000, Loss: 27.35, KL: 1090.58, MAE: 0.71857, Word Loss: 18.41, Topo Loss: 5.20, Assm Loss: 3.74, Pred Loss: 0.59, Word: 82.83, Topo: 96.55, Assm: 82.49, PNorm: 164.20, GNorm: 50.00
[Train][2800] Alpha: 0.000, Beta: 0.000, Loss: 27.38, KL: 1125.84, MAE: 0.68530, Word Loss: 18.66, Topo Loss: 5.07, Assm Loss: 3.66, Pred Loss: 0.54, Word: 82.34, Topo: 96.40, Assm: 82.62, PNorm: 165.67, GNorm: 50.00
[Train][2900] Alpha: 0.000, Beta: 0.000, Loss: 26.04, KL: 1128.65, MAE: 0.69294, Word Loss: 17.65, Topo Loss: 4.82, Assm Loss: 3.57, Pred Loss: 0.55, Word: 83.33, Topo: 96.67, Assm: 83.45, PNorm: 167.21, GNorm: 49.23
[Train][3000] Alpha: 0.000, Beta: 0.000, Loss: 26.67, KL: 1174.89, MAE: 0.69879, Word Loss: 18.06, Topo Loss: 4.86, Assm Loss: 3.75, Pred Loss: 0.57, Word: 83.10, Topo: 96.72, Assm: 83.15, PNorm: 168.83, GNorm: 46.02
[Train][3100] Alpha: 0.000, Beta: 0.000, Loss: 26.29, KL: 1206.47, MAE: 0.71122, Word Loss: 17.38, Topo Loss: 5.28, Assm Loss: 3.63, Pred Loss: 0.59, Word: 83.38, Topo: 96.61, Assm: 84.69, PNorm: 170.25, GNorm: 50.00
[Train][3200] Alpha: 0.000, Beta: 0.000, Loss: 25.23, KL: 1227.56, MAE: 0.70032, Word Loss: 17.04, Topo Loss: 4.63, Assm Loss: 3.56, Pred Loss: 0.57, Word: 83.67, Topo: 96.79, Assm: 83.69, PNorm: 171.79, GNorm: 45.45
[Train][3300] Alpha: 0.000, Beta: 0.000, Loss: 24.78, KL: 1240.07, MAE: 0.72479, Word Loss: 16.85, Topo Loss: 4.76, Assm Loss: 3.17, Pred Loss: 0.60, Word: 83.99, Topo: 96.77, Assm: 84.84, PNorm: 173.18, GNorm: 50.00
[Train][3400] Alpha: 0.000, Beta: 0.000, Loss: 23.72, KL: 1259.10, MAE: 0.73341, Word Loss: 15.87, Topo Loss: 4.53, Assm Loss: 3.32, Pred Loss: 0.61, Word: 84.48, Topo: 96.80, Assm: 84.91, PNorm: 174.65, GNorm: 50.00
[Train][3500] Alpha: 0.000, Beta: 0.000, Loss: 23.60, KL: 1290.86, MAE: 0.68284, Word Loss: 16.07, Topo Loss: 4.35, Assm Loss: 3.18, Pred Loss: 0.54, Word: 84.61, Topo: 97.07, Assm: 85.62, PNorm: 176.01, GNorm: 50.00
[Train][3600] Alpha: 0.000, Beta: 0.000, Loss: 22.94, KL: 1306.46, MAE: 0.65470, Word Loss: 15.44, Topo Loss: 4.31, Assm Loss: 3.20, Pred Loss: 0.49, Word: 85.08, Topo: 96.99, Assm: 85.53, PNorm: 177.32, GNorm: 50.00
[Train][3700] Alpha: 0.000, Beta: 0.000, Loss: 23.28, KL: 1335.57, MAE: 0.65360, Word Loss: 15.37, Topo Loss: 4.51, Assm Loss: 3.39, Pred Loss: 0.50, Word: 85.00, Topo: 97.06, Assm: 86.44, PNorm: 178.65, GNorm: 50.00
[Train][3800] Alpha: 0.000, Beta: 0.000, Loss: 22.95, KL: 1365.87, MAE: 0.65667, Word Loss: 15.45, Topo Loss: 4.30, Assm Loss: 3.20, Pred Loss: 0.50, Word: 84.92, Topo: 97.05, Assm: 85.03, PNorm: 179.98, GNorm: 50.00
[Train][3900] Alpha: 0.000, Beta: 0.000, Loss: 21.84, KL: 1364.28, MAE: 0.65841, Word Loss: 14.67, Topo Loss: 4.16, Assm Loss: 3.01, Pred Loss: 0.50, Word: 85.72, Topo: 97.15, Assm: 85.94, PNorm: 181.27, GNorm: 50.00
[Train][4000] Alpha: 0.000, Beta: 0.000, Loss: 21.52, KL: 1384.07, MAE: 0.67026, Word Loss: 14.30, Topo Loss: 4.14, Assm Loss: 3.08, Pred Loss: 0.52, Word: 85.54, Topo: 97.13, Assm: 85.56, PNorm: 182.54, GNorm: 50.00
[Train][4100] Alpha: 0.000, Beta: 0.000, Loss: 21.74, KL: 1403.97, MAE: 0.63060, Word Loss: 14.63, Topo Loss: 4.07, Assm Loss: 3.04, Pred Loss: 0.45, Word: 85.73, Topo: 97.18, Assm: 86.21, PNorm: 183.82, GNorm: 50.00
[Train][4200] Alpha: 0.000, Beta: 0.000, Loss: 21.38, KL: 1425.92, MAE: 0.64818, Word Loss: 14.40, Topo Loss: 4.01, Assm Loss: 2.97, Pred Loss: 0.49, Word: 85.65, Topo: 97.28, Assm: 86.55, PNorm: 185.10, GNorm: 50.00
[Train][4300] Alpha: 0.000, Beta: 0.000, Loss: 20.97, KL: 1422.61, MAE: 0.68505, Word Loss: 14.12, Topo Loss: 3.98, Assm Loss: 2.86, Pred Loss: 0.53, Word: 85.95, Topo: 97.32, Assm: 86.72, PNorm: 186.31, GNorm: 50.00
[Train][4400] Alpha: 0.000, Beta: 0.000, Loss: 20.35, KL: 1459.53, MAE: 0.66126, Word Loss: 13.79, Topo Loss: 3.84, Assm Loss: 2.72, Pred Loss: 0.52, Word: 86.15, Topo: 97.33, Assm: 87.46, PNorm: 187.55, GNorm: 50.00
[Train][4500] Alpha: 0.000, Beta: 0.000, Loss: 20.19, KL: 1451.47, MAE: 0.68805, Word Loss: 13.71, Topo Loss: 3.71, Assm Loss: 2.77, Pred Loss: 0.56, Word: 86.48, Topo: 97.53, Assm: 86.99, PNorm: 188.78, GNorm: 50.00
[Train][4600] Alpha: 0.000, Beta: 0.000, Loss: 19.43, KL: 1494.63, MAE: 0.64405, Word Loss: 12.82, Topo Loss: 3.79, Assm Loss: 2.82, Pred Loss: 0.49, Word: 87.18, Topo: 97.40, Assm: 87.10, PNorm: 189.90, GNorm: 50.00
[Train][4700] Alpha: 0.000, Beta: 0.000, Loss: 19.45, KL: 1502.38, MAE: 0.68412, Word Loss: 13.10, Topo Loss: 3.76, Assm Loss: 2.58, Pred Loss: 0.54, Word: 87.08, Topo: 97.47, Assm: 88.25, PNorm: 191.07, GNorm: 50.00
[Train][4800] Alpha: 0.000, Beta: 0.000, Loss: 19.11, KL: 1506.07, MAE: 0.63291, Word Loss: 12.63, Topo Loss: 3.81, Assm Loss: 2.67, Pred Loss: 0.48, Word: 87.52, Topo: 97.37, Assm: 87.54, PNorm: 192.23, GNorm: 50.00
[Train][4900] Alpha: 0.000, Beta: 0.000, Loss: 19.43, KL: 1545.79, MAE: 0.68101, Word Loss: 12.93, Topo Loss: 3.88, Assm Loss: 2.61, Pred Loss: 0.53, Word: 87.03, Topo: 97.33, Assm: 88.43, PNorm: 193.37, GNorm: 50.00
[Train][5000] Alpha: 0.000, Beta: 0.000, Loss: 18.83, KL: 1541.11, MAE: 0.64451, Word Loss: 12.39, Topo Loss: 3.72, Assm Loss: 2.73, Pred Loss: 0.49, Word: 87.18, Topo: 97.62, Assm: 87.91, PNorm: 194.52, GNorm: 50.00
[Train][5100] Alpha: 0.000, Beta: 0.000, Loss: 18.31, KL: 1564.97, MAE: 0.64880, Word Loss: 12.38, Topo Loss: 3.41, Assm Loss: 2.52, Pred Loss: 0.49, Word: 87.81, Topo: 97.72, Assm: 88.81, PNorm: 195.78, GNorm: 50.00
[Train][5200] Alpha: 0.000, Beta: 0.000, Loss: 18.89, KL: 1578.70, MAE: 0.64577, Word Loss: 12.68, Topo Loss: 3.67, Assm Loss: 2.54, Pred Loss: 0.49, Word: 87.42, Topo: 97.55, Assm: 89.34, PNorm: 196.94, GNorm: 49.73
[Train][5300] Alpha: 0.000, Beta: 0.000, Loss: 18.72, KL: 1602.28, MAE: 0.61492, Word Loss: 12.66, Topo Loss: 3.39, Assm Loss: 2.68, Pred Loss: 0.46, Word: 86.93, Topo: 97.71, Assm: 87.38, PNorm: 198.14, GNorm: 50.00
[Train][5400] Alpha: 0.000, Beta: 0.000, Loss: 18.26, KL: 1603.99, MAE: 0.65851, Word Loss: 12.39, Topo Loss: 3.47, Assm Loss: 2.39, Pred Loss: 0.51, Word: 87.40, Topo: 97.69, Assm: 89.30, PNorm: 199.27, GNorm: 50.00
[Train][5500] Alpha: 0.000, Beta: 0.000, Loss: 18.40, KL: 1640.21, MAE: 0.67081, Word Loss: 12.48, Topo Loss: 3.41, Assm Loss: 2.51, Pred Loss: 0.51, Word: 87.36, Topo: 97.77, Assm: 88.67, PNorm: 200.33, GNorm: 50.00
[Train][5600] Alpha: 0.000, Beta: 0.000, Loss: 17.34, KL: 1616.40, MAE: 0.65818, Word Loss: 11.65, Topo Loss: 3.35, Assm Loss: 2.34, Pred Loss: 0.49, Word: 88.17, Topo: 97.80, Assm: 89.03, PNorm: 201.36, GNorm: 49.52
[Train][5700] Alpha: 0.000, Beta: 0.000, Loss: 17.44, KL: 1641.76, MAE: 0.64443, Word Loss: 11.87, Topo Loss: 3.16, Assm Loss: 2.41, Pred Loss: 0.48, Word: 87.90, Topo: 97.92, Assm: 88.74, PNorm: 202.53, GNorm: 50.00
[Train][5800] Alpha: 0.000, Beta: 0.000, Loss: 17.29, KL: 1656.07, MAE: 0.64687, Word Loss: 11.63, Topo Loss: 3.24, Assm Loss: 2.43, Pred Loss: 0.49, Word: 88.23, Topo: 97.83, Assm: 89.71, PNorm: 203.54, GNorm: 45.38
[Train][5900] Alpha: 0.000, Beta: 0.000, Loss: 17.56, KL: 1684.34, MAE: 0.66075, Word Loss: 11.71, Topo Loss: 3.49, Assm Loss: 2.36, Pred Loss: 0.51, Word: 88.33, Topo: 97.73, Assm: 90.52, PNorm: 204.66, GNorm: 50.00
[Train][6000] Alpha: 0.000, Beta: 0.000, Loss: 17.01, KL: 1694.39, MAE: 0.67143, Word Loss: 11.55, Topo Loss: 3.17, Assm Loss: 2.29, Pred Loss: 0.53, Word: 88.26, Topo: 97.86, Assm: 90.39, PNorm: 205.71, GNorm: 42.99
[Train][6100] Alpha: 0.000, Beta: 0.000, Loss: 16.43, KL: 1655.57, MAE: 0.62303, Word Loss: 11.13, Topo Loss: 2.99, Assm Loss: 2.31, Pred Loss: 0.45, Word: 88.41, Topo: 98.05, Assm: 89.52, PNorm: 206.75, GNorm: 50.00
[Train][6200] Alpha: 0.000, Beta: 0.000, Loss: 16.67, KL: 1650.68, MAE: 0.61205, Word Loss: 11.31, Topo Loss: 2.99, Assm Loss: 2.37, Pred Loss: 0.43, Word: 88.26, Topo: 97.94, Assm: 89.41, PNorm: 207.84, GNorm: 46.82
[Train][6300] Alpha: 0.000, Beta: 0.000, Loss: 16.55, KL: 1675.02, MAE: 0.63270, Word Loss: 11.36, Topo Loss: 3.07, Assm Loss: 2.11, Pred Loss: 0.47, Word: 88.30, Topo: 97.95, Assm: 90.85, PNorm: 208.92, GNorm: 42.67
[Train][6400] Alpha: 0.000, Beta: 0.000, Loss: 16.48, KL: 1728.97, MAE: 0.63011, Word Loss: 11.29, Topo Loss: 3.05, Assm Loss: 2.14, Pred Loss: 0.48, Word: 88.42, Topo: 97.93, Assm: 90.66, PNorm: 210.05, GNorm: 40.12
[Train][6500] Alpha: 0.000, Beta: 0.000, Loss: 16.48, KL: 1727.46, MAE: 0.67132, Word Loss: 11.14, Topo Loss: 3.19, Assm Loss: 2.15, Pred Loss: 0.53, Word: 88.74, Topo: 98.01, Assm: 90.27, PNorm: 211.14, GNorm: 44.55
[Train][6600] Alpha: 0.000, Beta: 0.000, Loss: 15.97, KL: 1738.34, MAE: 0.65968, Word Loss: 10.99, Topo Loss: 2.84, Assm Loss: 2.14, Pred Loss: 0.51, Word: 89.06, Topo: 98.08, Assm: 90.38, PNorm: 212.20, GNorm: 41.06
[Train][6700] Alpha: 0.000, Beta: 0.000, Loss: 15.95, KL: 1761.11, MAE: 0.63613, Word Loss: 10.88, Topo Loss: 2.87, Assm Loss: 2.20, Pred Loss: 0.48, Word: 88.73, Topo: 98.14, Assm: 90.48, PNorm: 213.28, GNorm: 50.00
[Train][6800] Alpha: 0.000, Beta: 0.000, Loss: 15.42, KL: 1752.83, MAE: 0.62742, Word Loss: 10.43, Topo Loss: 2.94, Assm Loss: 2.05, Pred Loss: 0.47, Word: 89.29, Topo: 98.13, Assm: 90.73, PNorm: 214.28, GNorm: 35.59
[Train][6900] Alpha: 0.000, Beta: 0.000, Loss: 14.98, KL: 1787.62, MAE: 0.63890, Word Loss: 10.24, Topo Loss: 2.75, Assm Loss: 1.99, Pred Loss: 0.48, Word: 89.56, Topo: 98.16, Assm: 91.08, PNorm: 215.29, GNorm: 42.36
[Train][7000] Alpha: 0.000, Beta: 0.000, Loss: 15.38, KL: 1784.92, MAE: 0.62040, Word Loss: 10.35, Topo Loss: 2.86, Assm Loss: 2.17, Pred Loss: 0.45, Word: 89.29, Topo: 97.96, Assm: 90.06, PNorm: 216.30, GNorm: 43.60
[Train][7100] Alpha: 0.000, Beta: 0.000, Loss: 15.23, KL: 1814.44, MAE: 0.64974, Word Loss: 10.32, Topo Loss: 2.87, Assm Loss: 2.05, Pred Loss: 0.49, Word: 89.34, Topo: 98.01, Assm: 91.59, PNorm: 217.35, GNorm: 46.64
[Train][7200] Alpha: 0.000, Beta: 0.000, Loss: 14.61, KL: 1792.84, MAE: 0.60154, Word Loss: 9.97, Topo Loss: 2.59, Assm Loss: 2.05, Pred Loss: 0.42, Word: 89.35, Topo: 98.27, Assm: 90.80, PNorm: 218.37, GNorm: 42.59
[Train][7300] Alpha: 0.000, Beta: 0.000, Loss: 15.07, KL: 1834.73, MAE: 0.67498, Word Loss: 10.35, Topo Loss: 2.86, Assm Loss: 1.86, Pred Loss: 0.51, Word: 89.35, Topo: 98.16, Assm: 91.65, PNorm: 219.42, GNorm: 47.09
[Train][7400] Alpha: 0.000, Beta: 0.000, Loss: 15.12, KL: 1837.57, MAE: 0.65830, Word Loss: 10.34, Topo Loss: 2.74, Assm Loss: 2.04, Pred Loss: 0.50, Word: 89.63, Topo: 98.21, Assm: 91.40, PNorm: 220.51, GNorm: 50.00
[Train][7500] Alpha: 0.000, Beta: 0.000, Loss: 14.61, KL: 1807.16, MAE: 0.61837, Word Loss: 9.86, Topo Loss: 2.68, Assm Loss: 2.07, Pred Loss: 0.44, Word: 89.73, Topo: 98.18, Assm: 91.28, PNorm: 221.59, GNorm: 50.00
[Train][7600] Alpha: 0.000, Beta: 0.000, Loss: 15.82, KL: 1865.26, MAE: 0.64473, Word Loss: 10.71, Topo Loss: 2.94, Assm Loss: 2.17, Pred Loss: 0.49, Word: 88.99, Topo: 98.07, Assm: 91.09, PNorm: 222.70, GNorm: 50.00
[Train][7700] Alpha: 0.000, Beta: 0.000, Loss: 14.12, KL: 1838.77, MAE: 0.64968, Word Loss: 9.82, Topo Loss: 2.48, Assm Loss: 1.82, Pred Loss: 0.50, Word: 89.99, Topo: 98.35, Assm: 91.72, PNorm: 223.69, GNorm: 50.00
[Train][7800] Alpha: 0.000, Beta: 0.000, Loss: 14.17, KL: 1859.75, MAE: 0.60951, Word Loss: 9.55, Topo Loss: 2.62, Assm Loss: 1.99, Pred Loss: 0.45, Word: 89.99, Topo: 98.29, Assm: 91.44, PNorm: 224.64, GNorm: 45.02
[Train][7900] Alpha: 0.000, Beta: 0.000, Loss: 13.95, KL: 1859.70, MAE: 0.64479, Word Loss: 9.66, Topo Loss: 2.61, Assm Loss: 1.68, Pred Loss: 0.48, Word: 90.18, Topo: 98.28, Assm: 92.43, PNorm: 225.52, GNorm: 50.00
[Train][8000] Alpha: 0.000, Beta: 0.000, Loss: 14.31, KL: 1886.98, MAE: 0.62659, Word Loss: 10.03, Topo Loss: 2.47, Assm Loss: 1.82, Pred Loss: 0.44, Word: 89.60, Topo: 98.38, Assm: 92.00, PNorm: 226.55, GNorm: 50.00
[Train][8100] Alpha: 0.000, Beta: 0.000, Loss: 14.18, KL: 1866.53, MAE: 0.63844, Word Loss: 9.83, Topo Loss: 2.53, Assm Loss: 1.82, Pred Loss: 0.48, Word: 89.97, Topo: 98.28, Assm: 92.33, PNorm: 227.61, GNorm: 40.98
[Train][8200] Alpha: 0.000, Beta: 0.000, Loss: 13.50, KL: 1868.21, MAE: 0.64462, Word Loss: 9.30, Topo Loss: 2.43, Assm Loss: 1.78, Pred Loss: 0.48, Word: 90.45, Topo: 98.35, Assm: 92.18, PNorm: 228.51, GNorm: 50.00
[Train][8300] Alpha: 0.000, Beta: 0.000, Loss: 13.45, KL: 1931.25, MAE: 0.63853, Word Loss: 9.19, Topo Loss: 2.43, Assm Loss: 1.83, Pred Loss: 0.46, Word: 90.47, Topo: 98.35, Assm: 91.75, PNorm: 229.43, GNorm: 43.29
[Validation][881] Alpha: 0.000, Beta: 0.000, Loss: 6.81, KL: 946.35, MAE: 0.68413, Word Loss: 4.56, Topo Loss: 1.35, Assm Loss: 0.90, Pred Loss: 0.52, Word: 90.51, Topo: 98.19, Assm: 92.31
[Train][8400] Alpha: 0.000, Beta: 0.000, Loss: 13.88, KL: 1903.95, MAE: 0.61815, Word Loss: 9.43, Topo Loss: 2.57, Assm Loss: 1.88, Pred Loss: 0.45, Word: 90.11, Topo: 98.38, Assm: 91.83, PNorm: 230.38, GNorm: 37.03
[Train][8500] Alpha: 0.000, Beta: 0.000, Loss: 12.13, KL: 1943.93, MAE: 0.65525, Word Loss: 8.21, Topo Loss: 2.29, Assm Loss: 1.64, Pred Loss: 0.48, Word: 91.30, Topo: 98.46, Assm: 92.95, PNorm: 231.31, GNorm: 46.11
[Train][8600] Alpha: 0.000, Beta: 0.000, Loss: 13.25, KL: 1953.35, MAE: 0.63539, Word Loss: 8.81, Topo Loss: 2.53, Assm Loss: 1.91, Pred Loss: 0.47, Word: 90.59, Topo: 98.40, Assm: 92.40, PNorm: 232.27, GNorm: 50.00
[Train][8700] Alpha: 0.000, Beta: 0.000, Loss: 13.08, KL: 1972.09, MAE: 0.66161, Word Loss: 8.96, Topo Loss: 2.50, Assm Loss: 1.62, Pred Loss: 0.52, Word: 90.56, Topo: 98.32, Assm: 93.16, PNorm: 233.24, GNorm: 50.00
[Train][8800] Alpha: 0.000, Beta: 0.000, Loss: 13.02, KL: 1966.29, MAE: 0.61162, Word Loss: 8.83, Topo Loss: 2.42, Assm Loss: 1.77, Pred Loss: 0.43, Word: 90.45, Topo: 98.44, Assm: 92.00, PNorm: 234.25, GNorm: 50.00
[Train][8900] Alpha: 0.000, Beta: 0.000, Loss: 12.70, KL: 1962.80, MAE: 0.63531, Word Loss: 8.75, Topo Loss: 2.25, Assm Loss: 1.70, Pred Loss: 0.47, Word: 90.59, Topo: 98.49, Assm: 92.56, PNorm: 235.20, GNorm: 42.30
[Train][9000] Alpha: 0.000, Beta: 0.000, Loss: 12.48, KL: 1984.74, MAE: 0.61311, Word Loss: 8.71, Topo Loss: 2.22, Assm Loss: 1.56, Pred Loss: 0.43, Word: 90.73, Topo: 98.59, Assm: 93.07, PNorm: 236.08, GNorm: 50.00
[Train][9100] Alpha: 0.000, Beta: 0.000, Loss: 12.24, KL: 1954.18, MAE: 0.62028, Word Loss: 8.40, Topo Loss: 2.29, Assm Loss: 1.56, Pred Loss: 0.44, Word: 90.98, Topo: 98.46, Assm: 93.28, PNorm: 236.98, GNorm: 45.88
[Train][9200] Alpha: 0.000, Beta: 0.000, Loss: 12.59, KL: 1978.57, MAE: 0.60520, Word Loss: 8.64, Topo Loss: 2.17, Assm Loss: 1.78, Pred Loss: 0.43, Word: 91.04, Topo: 98.56, Assm: 92.40, PNorm: 237.93, GNorm: 44.57
