“starting the job...”
0,1,2,3
training/configs/rand_gen_zinc250k_config_dict.json
Training model...
Model #Params: 5207K
[Train][100] Alpha: 0.000, Beta: 0.000, Loss: 117.01, KL: 421.81, MAE: 324.19983, Word Loss: 88.55, Topo Loss: 19.85, Assm Loss: 8.62, Pred Loss: 29.66, Word: 28.70, Topo: 84.65, Assm: 56.08, PNorm: 103.61, GNorm: 50.00
[Train][2300] Alpha: 0.000, Beta: 0.000, Loss: 30.09, KL: 951.03, MAE: 36.10814, Word Loss: 20.82, Topo Loss: 5.14, Assm Loss: 4.12, Pred Loss: 0.46, Word: 80.46, Topo: 96.40, Assm: 80.58, PNorm: 156.83, GNorm: 47.38
[Train][2400] Alpha: 0.000, Beta: 0.000, Loss: 29.82, KL: 994.70, MAE: 34.53364, Word Loss: 20.47, Topo Loss: 5.21, Assm Loss: 4.15, Pred Loss: 0.42, Word: 80.60, Topo: 96.37, Assm: 80.48, PNorm: 158.53, GNorm: 50.00
[Train][2500] Alpha: 0.000, Beta: 0.000, Loss: 28.14, KL: 1020.52, MAE: 34.93886, Word Loss: 19.55, Topo Loss: 4.58, Assm Loss: 4.00, Pred Loss: 0.43, Word: 81.48, Topo: 96.81, Assm: 81.47, PNorm: 160.18, GNorm: 50.00
[Train][2600] Alpha: 0.000, Beta: 0.000, Loss: 27.64, KL: 1040.32, MAE: 35.33055, Word Loss: 18.98, Topo Loss: 4.88, Assm Loss: 3.77, Pred Loss: 0.43, Word: 81.93, Topo: 96.65, Assm: 82.91, PNorm: 161.81, GNorm: 49.50
[Train][2700] Alpha: 0.000, Beta: 0.000, Loss: 26.91, KL: 1058.71, MAE: 33.37330, Word Loss: 18.57, Topo Loss: 4.61, Assm Loss: 3.74, Pred Loss: 0.39, Word: 82.44, Topo: 96.90, Assm: 82.74, PNorm: 163.33, GNorm: 50.00
[Train][2800] Alpha: 0.000, Beta: 0.000, Loss: 26.76, KL: 1094.60, MAE: 32.93419, Word Loss: 18.37, Topo Loss: 4.66, Assm Loss: 3.72, Pred Loss: 0.38, Word: 82.30, Topo: 96.76, Assm: 82.79, PNorm: 164.80, GNorm: 50.00
[Train][2900] Alpha: 0.000, Beta: 0.000, Loss: 25.14, KL: 1124.11, MAE: 31.32720, Word Loss: 17.31, Topo Loss: 4.23, Assm Loss: 3.60, Pred Loss: 0.34, Word: 83.34, Topo: 97.19, Assm: 82.61, PNorm: 166.34, GNorm: 47.07
[Train][3000] Alpha: 0.000, Beta: 0.000, Loss: 26.05, KL: 1157.20, MAE: 30.64323, Word Loss: 17.66, Topo Loss: 4.57, Assm Loss: 3.82, Pred Loss: 0.33, Word: 83.25, Topo: 96.88, Assm: 82.55, PNorm: 167.83, GNorm: 50.00
[Train][3100] Alpha: 0.000, Beta: 0.000, Loss: 25.52, KL: 1170.53, MAE: 31.71388, Word Loss: 17.02, Topo Loss: 5.00, Assm Loss: 3.50, Pred Loss: 0.37, Word: 83.57, Topo: 96.81, Assm: 84.41, PNorm: 169.23, GNorm: 50.00
[Train][3200] Alpha: 0.000, Beta: 0.000, Loss: 24.62, KL: 1179.64, MAE: 31.00668, Word Loss: 16.61, Topo Loss: 4.36, Assm Loss: 3.65, Pred Loss: 0.34, Word: 84.19, Topo: 97.00, Assm: 83.50, PNorm: 170.75, GNorm: 45.30
[Train][3300] Alpha: 0.000, Beta: 0.000, Loss: 24.06, KL: 1203.56, MAE: 32.12209, Word Loss: 16.52, Topo Loss: 4.18, Assm Loss: 3.35, Pred Loss: 0.36, Word: 84.01, Topo: 97.11, Assm: 84.40, PNorm: 172.19, GNorm: 50.00
[Train][3400] Alpha: 0.000, Beta: 0.000, Loss: 23.31, KL: 1205.47, MAE: 30.91207, Word Loss: 15.82, Topo Loss: 4.01, Assm Loss: 3.48, Pred Loss: 0.34, Word: 84.58, Topo: 97.25, Assm: 83.98, PNorm: 173.69, GNorm: 50.00
[Train][3500] Alpha: 0.000, Beta: 0.000, Loss: 22.96, KL: 1231.91, MAE: 30.28106, Word Loss: 15.80, Topo Loss: 4.03, Assm Loss: 3.13, Pred Loss: 0.32, Word: 84.84, Topo: 97.35, Assm: 85.55, PNorm: 175.09, GNorm: 50.00
[Train][3600] Alpha: 0.000, Beta: 0.000, Loss: 22.21, KL: 1242.19, MAE: 30.18472, Word Loss: 15.12, Topo Loss: 3.90, Assm Loss: 3.19, Pred Loss: 0.32, Word: 85.20, Topo: 97.40, Assm: 85.79, PNorm: 176.32, GNorm: 50.00
[Train][3700] Alpha: 0.000, Beta: 0.000, Loss: 22.88, KL: 1269.02, MAE: 32.28183, Word Loss: 15.27, Topo Loss: 4.09, Assm Loss: 3.53, Pred Loss: 0.37, Word: 84.77, Topo: 97.25, Assm: 85.77, PNorm: 177.58, GNorm: 41.26
[Train][3800] Alpha: 0.000, Beta: 0.000, Loss: 22.34, KL: 1280.80, MAE: 30.82131, Word Loss: 15.13, Topo Loss: 3.91, Assm Loss: 3.30, Pred Loss: 0.33, Word: 84.99, Topo: 97.37, Assm: 84.86, PNorm: 178.88, GNorm: 50.00
[Train][3900] Alpha: 0.000, Beta: 0.000, Loss: 21.52, KL: 1286.03, MAE: 29.78073, Word Loss: 14.77, Topo Loss: 3.75, Assm Loss: 3.00, Pred Loss: 0.31, Word: 85.35, Topo: 97.44, Assm: 86.18, PNorm: 180.14, GNorm: 45.64
[Train][4000] Alpha: 0.000, Beta: 0.000, Loss: 20.65, KL: 1303.24, MAE: 29.91772, Word Loss: 13.97, Topo Loss: 3.66, Assm Loss: 3.02, Pred Loss: 0.32, Word: 85.78, Topo: 97.50, Assm: 85.75, PNorm: 181.36, GNorm: 50.00
[Train][4100] Alpha: 0.000, Beta: 0.000, Loss: 21.20, KL: 1311.84, MAE: 28.55286, Word Loss: 14.65, Topo Loss: 3.58, Assm Loss: 2.97, Pred Loss: 0.29, Word: 85.52, Topo: 97.50, Assm: 86.55, PNorm: 182.52, GNorm: 50.00
[Train][4200] Alpha: 0.000, Beta: 0.000, Loss: 20.98, KL: 1332.33, MAE: 29.40429, Word Loss: 14.37, Topo Loss: 3.67, Assm Loss: 2.95, Pred Loss: 0.31, Word: 85.46, Topo: 97.50, Assm: 86.78, PNorm: 183.80, GNorm: 50.00
[Train][4300] Alpha: 0.000, Beta: 0.000, Loss: 20.35, KL: 1314.28, MAE: 29.32013, Word Loss: 13.88, Topo Loss: 3.44, Assm Loss: 3.03, Pred Loss: 0.30, Word: 85.99, Topo: 97.75, Assm: 86.15, PNorm: 185.05, GNorm: 46.25
[Train][4400] Alpha: 0.000, Beta: 0.000, Loss: 20.19, KL: 1338.55, MAE: 28.43241, Word Loss: 13.92, Topo Loss: 3.49, Assm Loss: 2.79, Pred Loss: 0.28, Word: 86.13, Topo: 97.67, Assm: 87.16, PNorm: 186.17, GNorm: 50.00
[Train][4500] Alpha: 0.000, Beta: 0.000, Loss: 19.91, KL: 1360.17, MAE: 30.55895, Word Loss: 13.43, Topo Loss: 3.60, Assm Loss: 2.88, Pred Loss: 0.33, Word: 86.62, Topo: 97.62, Assm: 86.83, PNorm: 187.36, GNorm: 50.00
[Train][4600] Alpha: 0.000, Beta: 0.000, Loss: 19.13, KL: 1370.32, MAE: 27.78591, Word Loss: 12.79, Topo Loss: 3.56, Assm Loss: 2.78, Pred Loss: 0.27, Word: 87.06, Topo: 97.59, Assm: 87.03, PNorm: 188.52, GNorm: 50.00
[Train][4700] Alpha: 0.000, Beta: 0.000, Loss: 18.89, KL: 1386.44, MAE: 29.05238, Word Loss: 12.94, Topo Loss: 3.33, Assm Loss: 2.62, Pred Loss: 0.30, Word: 87.28, Topo: 97.77, Assm: 88.24, PNorm: 189.69, GNorm: 50.00
[Train][4800] Alpha: 0.000, Beta: 0.000, Loss: 19.01, KL: 1393.78, MAE: 28.68249, Word Loss: 12.79, Topo Loss: 3.53, Assm Loss: 2.69, Pred Loss: 0.29, Word: 87.25, Topo: 97.62, Assm: 86.93, PNorm: 190.81, GNorm: 43.68
[Train][4900] Alpha: 0.000, Beta: 0.000, Loss: 18.80, KL: 1423.59, MAE: 29.14293, Word Loss: 12.92, Topo Loss: 3.26, Assm Loss: 2.63, Pred Loss: 0.29, Word: 86.97, Topo: 97.83, Assm: 88.24, PNorm: 192.00, GNorm: 43.41
[Train][5000] Alpha: 0.000, Beta: 0.000, Loss: 18.41, KL: 1412.60, MAE: 28.25071, Word Loss: 12.20, Topo Loss: 3.40, Assm Loss: 2.82, Pred Loss: 0.28, Word: 87.46, Topo: 97.71, Assm: 87.26, PNorm: 193.17, GNorm: 50.00
[Train][5100] Alpha: 0.000, Beta: 0.000, Loss: 17.94, KL: 1421.91, MAE: 27.01720, Word Loss: 12.36, Topo Loss: 3.02, Assm Loss: 2.57, Pred Loss: 0.26, Word: 87.64, Topo: 98.00, Assm: 88.46, PNorm: 194.33, GNorm: 50.00
[Train][5200] Alpha: 0.000, Beta: 0.000, Loss: 18.44, KL: 1465.40, MAE: 29.98984, Word Loss: 12.39, Topo Loss: 3.45, Assm Loss: 2.60, Pred Loss: 0.32, Word: 87.58, Topo: 97.80, Assm: 88.11, PNorm: 195.49, GNorm: 50.00
[Train][5300] Alpha: 0.000, Beta: 0.000, Loss: 18.11, KL: 1470.95, MAE: 28.29388, Word Loss: 12.45, Topo Loss: 3.15, Assm Loss: 2.51, Pred Loss: 0.28, Word: 87.20, Topo: 97.96, Assm: 88.30, PNorm: 196.72, GNorm: 50.00
[Train][5400] Alpha: 0.000, Beta: 0.000, Loss: 18.03, KL: 1452.48, MAE: 28.94905, Word Loss: 12.31, Topo Loss: 3.16, Assm Loss: 2.56, Pred Loss: 0.28, Word: 87.50, Topo: 97.89, Assm: 88.43, PNorm: 197.85, GNorm: 47.46
[Train][5500] Alpha: 0.000, Beta: 0.000, Loss: 18.29, KL: 1453.88, MAE: 27.27410, Word Loss: 12.46, Topo Loss: 3.23, Assm Loss: 2.60, Pred Loss: 0.28, Word: 87.39, Topo: 97.88, Assm: 88.53, PNorm: 198.89, GNorm: 50.00
[Train][5600] Alpha: 0.000, Beta: 0.000, Loss: 17.29, KL: 1447.62, MAE: 27.97326, Word Loss: 11.83, Topo Loss: 3.04, Assm Loss: 2.42, Pred Loss: 0.28, Word: 87.84, Topo: 97.99, Assm: 88.89, PNorm: 199.97, GNorm: 50.00
[Train][5700] Alpha: 0.000, Beta: 0.000, Loss: 17.29, KL: 1468.93, MAE: 28.80004, Word Loss: 11.93, Topo Loss: 2.97, Assm Loss: 2.39, Pred Loss: 0.29, Word: 88.09, Topo: 97.96, Assm: 89.30, PNorm: 201.13, GNorm: 50.00
[Train][5800] Alpha: 0.000, Beta: 0.000, Loss: 17.04, KL: 1482.42, MAE: 28.07050, Word Loss: 11.44, Topo Loss: 3.12, Assm Loss: 2.47, Pred Loss: 0.28, Word: 88.19, Topo: 97.88, Assm: 88.99, PNorm: 202.24, GNorm: 46.58
[Train][5900] Alpha: 0.000, Beta: 0.000, Loss: 17.48, KL: 1524.55, MAE: 26.55786, Word Loss: 11.70, Topo Loss: 3.32, Assm Loss: 2.45, Pred Loss: 0.25, Word: 88.12, Topo: 97.83, Assm: 89.42, PNorm: 203.25, GNorm: 50.00
[Train][6000] Alpha: 0.000, Beta: 0.000, Loss: 16.75, KL: 1524.21, MAE: 31.36396, Word Loss: 11.27, Topo Loss: 3.15, Assm Loss: 2.34, Pred Loss: 0.35, Word: 88.43, Topo: 97.88, Assm: 89.99, PNorm: 204.37, GNorm: 37.24
[Train][6100] Alpha: 0.000, Beta: 0.000, Loss: 16.38, KL: 1527.13, MAE: 28.55312, Word Loss: 11.24, Topo Loss: 2.77, Assm Loss: 2.37, Pred Loss: 0.28, Word: 88.25, Topo: 98.10, Assm: 89.40, PNorm: 205.36, GNorm: 50.00
[Train][6200] Alpha: 0.000, Beta: 0.000, Loss: 16.39, KL: 1533.85, MAE: 27.52514, Word Loss: 11.17, Topo Loss: 2.83, Assm Loss: 2.39, Pred Loss: 0.27, Word: 88.53, Topo: 98.09, Assm: 89.48, PNorm: 206.38, GNorm: 39.36
[Train][6300] Alpha: 0.000, Beta: 0.000, Loss: 16.42, KL: 1541.75, MAE: 28.63091, Word Loss: 11.39, Topo Loss: 2.84, Assm Loss: 2.19, Pred Loss: 0.29, Word: 88.07, Topo: 98.15, Assm: 89.69, PNorm: 207.40, GNorm: 44.59
[Train][6400] Alpha: 0.000, Beta: 0.000, Loss: 16.17, KL: 1561.21, MAE: 27.55924, Word Loss: 11.16, Topo Loss: 2.90, Assm Loss: 2.11, Pred Loss: 0.27, Word: 88.58, Topo: 98.06, Assm: 90.56, PNorm: 208.46, GNorm: 45.36
[Train][6500] Alpha: 0.000, Beta: 0.000, Loss: 16.26, KL: 1609.56, MAE: 27.78378, Word Loss: 10.85, Topo Loss: 3.18, Assm Loss: 2.22, Pred Loss: 0.28, Word: 89.04, Topo: 97.96, Assm: 90.36, PNorm: 209.53, GNorm: 47.36
[Train][6600] Alpha: 0.000, Beta: 0.000, Loss: 16.37, KL: 1567.34, MAE: 27.48399, Word Loss: 11.23, Topo Loss: 2.88, Assm Loss: 2.26, Pred Loss: 0.27, Word: 88.58, Topo: 98.08, Assm: 89.74, PNorm: 210.57, GNorm: 44.60
[Train][6700] Alpha: 0.000, Beta: 0.000, Loss: 15.84, KL: 1598.29, MAE: 29.45813, Word Loss: 10.72, Topo Loss: 2.99, Assm Loss: 2.13, Pred Loss: 0.31, Word: 89.10, Topo: 98.01, Assm: 90.65, PNorm: 211.62, GNorm: 50.00
[Train][6800] Alpha: 0.000, Beta: 0.000, Loss: 15.47, KL: 1595.87, MAE: 26.80418, Word Loss: 10.42, Topo Loss: 2.97, Assm Loss: 2.08, Pred Loss: 0.26, Word: 89.07, Topo: 98.05, Assm: 90.65, PNorm: 212.63, GNorm: 45.26
[Train][6900] Alpha: 0.000, Beta: 0.000, Loss: 15.20, KL: 1584.82, MAE: 28.15508, Word Loss: 10.44, Topo Loss: 2.71, Assm Loss: 2.05, Pred Loss: 0.28, Word: 89.20, Topo: 98.20, Assm: 90.91, PNorm: 213.55, GNorm: 48.53
[Train][7000] Alpha: 0.000, Beta: 0.000, Loss: 15.20, KL: 1610.98, MAE: 27.01066, Word Loss: 10.22, Topo Loss: 2.83, Assm Loss: 2.15, Pred Loss: 0.26, Word: 89.45, Topo: 98.10, Assm: 90.22, PNorm: 214.59, GNorm: 43.32
[Train][7100] Alpha: 0.000, Beta: 0.000, Loss: 14.97, KL: 1634.78, MAE: 27.02261, Word Loss: 10.27, Topo Loss: 2.67, Assm Loss: 2.03, Pred Loss: 0.26, Word: 89.30, Topo: 98.17, Assm: 91.47, PNorm: 215.64, GNorm: 50.00
[Train][7200] Alpha: 0.000, Beta: 0.000, Loss: 14.51, KL: 1598.82, MAE: 27.88097, Word Loss: 9.84, Topo Loss: 2.61, Assm Loss: 2.06, Pred Loss: 0.28, Word: 89.71, Topo: 98.26, Assm: 90.65, PNorm: 216.61, GNorm: 45.43
[Train][7300] Alpha: 0.000, Beta: 0.000, Loss: 14.90, KL: 1625.45, MAE: 28.86500, Word Loss: 10.26, Topo Loss: 2.79, Assm Loss: 1.85, Pred Loss: 0.29, Word: 89.37, Topo: 98.13, Assm: 91.62, PNorm: 217.71, GNorm: 50.00
[Train][7400] Alpha: 0.000, Beta: 0.000, Loss: 15.24, KL: 1642.07, MAE: 27.10172, Word Loss: 10.53, Topo Loss: 2.64, Assm Loss: 2.06, Pred Loss: 0.25, Word: 89.34, Topo: 98.23, Assm: 91.34, PNorm: 218.75, GNorm: 43.06
[Train][7500] Alpha: 0.000, Beta: 0.000, Loss: 14.60, KL: 1635.67, MAE: 26.69392, Word Loss: 9.90, Topo Loss: 2.77, Assm Loss: 1.93, Pred Loss: 0.26, Word: 89.73, Topo: 98.14, Assm: 91.84, PNorm: 219.77, GNorm: 50.00
[Train][7600] Alpha: 0.000, Beta: 0.000, Loss: 15.59, KL: 1664.12, MAE: 27.82049, Word Loss: 10.47, Topo Loss: 2.95, Assm Loss: 2.17, Pred Loss: 0.27, Word: 89.31, Topo: 98.09, Assm: 90.92, PNorm: 220.95, GNorm: 42.78
[Train][7700] Alpha: 0.000, Beta: 0.000, Loss: 14.34, KL: 1653.08, MAE: 27.01172, Word Loss: 9.84, Topo Loss: 2.52, Assm Loss: 1.99, Pred Loss: 0.26, Word: 89.83, Topo: 98.29, Assm: 90.96, PNorm: 221.87, GNorm: 50.00
[Train][7800] Alpha: 0.000, Beta: 0.000, Loss: 13.99, KL: 1675.42, MAE: 28.17244, Word Loss: 9.63, Topo Loss: 2.50, Assm Loss: 1.86, Pred Loss: 0.27, Word: 89.92, Topo: 98.33, Assm: 91.88, PNorm: 222.83, GNorm: 45.84
[Train][7900] Alpha: 0.000, Beta: 0.000, Loss: 13.77, KL: 1666.03, MAE: 28.09397, Word Loss: 9.56, Topo Loss: 2.45, Assm Loss: 1.77, Pred Loss: 0.27, Word: 90.07, Topo: 98.34, Assm: 92.20, PNorm: 223.75, GNorm: 50.00
[Train][8000] Alpha: 0.000, Beta: 0.000, Loss: 14.47, KL: 1656.64, MAE: 26.85414, Word Loss: 10.14, Topo Loss: 2.47, Assm Loss: 1.86, Pred Loss: 0.25, Word: 89.62, Topo: 98.36, Assm: 91.60, PNorm: 224.78, GNorm: 50.00
[Train][8100] Alpha: 0.000, Beta: 0.000, Loss: 14.16, KL: 1679.63, MAE: 27.16575, Word Loss: 9.77, Topo Loss: 2.59, Assm Loss: 1.81, Pred Loss: 0.27, Word: 89.97, Topo: 98.30, Assm: 91.95, PNorm: 225.79, GNorm: 39.29
[Train][8200] Alpha: 0.000, Beta: 0.000, Loss: 13.63, KL: 1660.45, MAE: 26.49803, Word Loss: 9.48, Topo Loss: 2.36, Assm Loss: 1.78, Pred Loss: 0.25, Word: 89.90, Topo: 98.37, Assm: 92.16, PNorm: 226.65, GNorm: 50.00
[Train][8300] Alpha: 0.000, Beta: 0.000, Loss: 13.48, KL: 1698.37, MAE: 26.54802, Word Loss: 9.28, Topo Loss: 2.39, Assm Loss: 1.80, Pred Loss: 0.24, Word: 90.40, Topo: 98.40, Assm: 92.42, PNorm: 227.62, GNorm: 50.00
[Validation][881] Alpha: 0.000, Beta: 0.000, Loss: 6.81, KL: 828.53, MAE: 27.95652, Word Loss: 4.62, Topo Loss: 1.24, Assm Loss: 0.95, Pred Loss: 0.27, Word: 90.27, Topo: 98.28, Assm: 91.81
[Train][8400] Alpha: 0.000, Beta: 0.000, Loss: 13.57, KL: 1684.48, MAE: 26.76587, Word Loss: 9.14, Topo Loss: 2.54, Assm Loss: 1.89, Pred Loss: 0.26, Word: 90.38, Topo: 98.34, Assm: 91.96, PNorm: 228.58, GNorm: 47.63
[Train][8500] Alpha: 0.000, Beta: 0.000, Loss: 12.40, KL: 1726.27, MAE: 27.21324, Word Loss: 8.34, Topo Loss: 2.35, Assm Loss: 1.72, Pred Loss: 0.27, Word: 91.18, Topo: 98.41, Assm: 92.30, PNorm: 229.46, GNorm: 38.28
[Train][8600] Alpha: 0.000, Beta: 0.000, Loss: 13.54, KL: 1718.40, MAE: 27.38511, Word Loss: 8.87, Topo Loss: 2.82, Assm Loss: 1.86, Pred Loss: 0.26, Word: 90.34, Topo: 98.37, Assm: 91.77, PNorm: 230.45, GNorm: 50.00
[Train][8700] Alpha: 0.000, Beta: 0.000, Loss: 13.13, KL: 1720.86, MAE: 27.04655, Word Loss: 8.86, Topo Loss: 2.62, Assm Loss: 1.65, Pred Loss: 0.26, Word: 90.83, Topo: 98.29, Assm: 93.06, PNorm: 231.39, GNorm: 42.31
[Train][8800] Alpha: 0.000, Beta: 0.000, Loss: 13.19, KL: 1753.73, MAE: 26.99960, Word Loss: 9.07, Topo Loss: 2.42, Assm Loss: 1.70, Pred Loss: 0.26, Word: 90.20, Topo: 98.34, Assm: 92.49, PNorm: 232.39, GNorm: 50.00
[Train][8900] Alpha: 0.000, Beta: 0.000, Loss: 12.76, KL: 1724.03, MAE: 27.52380, Word Loss: 8.74, Topo Loss: 2.31, Assm Loss: 1.71, Pred Loss: 0.26, Word: 90.59, Topo: 98.42, Assm: 92.44, PNorm: 233.31, GNorm: 41.26
[Train][9000] Alpha: 0.000, Beta: 0.000, Loss: 12.86, KL: 1746.64, MAE: 28.06945, Word Loss: 8.97, Topo Loss: 2.34, Assm Loss: 1.56, Pred Loss: 0.27, Word: 90.17, Topo: 98.44, Assm: 93.53, PNorm: 234.14, GNorm: 50.00
[Train][9100] Alpha: 0.000, Beta: 0.000, Loss: 12.53, KL: 1741.26, MAE: 26.80369, Word Loss: 8.71, Topo Loss: 2.30, Assm Loss: 1.52, Pred Loss: 0.25, Word: 90.79, Topo: 98.40, Assm: 93.43, PNorm: 235.03, GNorm: 50.00
[Train][9200] Alpha: 0.000, Beta: 0.000, Loss: 12.50, KL: 1753.25, MAE: 27.08396, Word Loss: 8.57, Topo Loss: 2.18, Assm Loss: 1.74, Pred Loss: 0.26, Word: 91.10, Topo: 98.50, Assm: 92.45, PNorm: 236.00, GNorm: 40.36
