“starting the job...”
0,1,2,3
training/configs/rand_gen_zinc250k_config_dict.json
Training model...
Model #Params: 5207K
[Train][100] Alpha: 0.000, Beta: 0.000, Loss: 122.00, KL: 590.90, MAE: 7.85863, Word Loss: 91.04, Topo Loss: 22.04, Assm Loss: 8.93, Pred Loss: 71.44, Word: 28.53, Topo: 83.05, Assm: 55.62, PNorm: 103.38, GNorm: 50.00
[Train][1400] Alpha: 0.000, Beta: 0.000, Loss: 38.18, KL: 743.13, MAE: 0.93931, Word Loss: 26.42, Topo Loss: 6.53, Assm Loss: 5.23, Pred Loss: 1.02, Word: 76.29, Topo: 95.37, Assm: 74.86, PNorm: 141.01, GNorm: 41.40
[Train][1500] Alpha: 0.000, Beta: 0.000, Loss: 37.73, KL: 780.74, MAE: 0.93739, Word Loss: 26.22, Topo Loss: 6.51, Assm Loss: 5.00, Pred Loss: 1.02, Word: 76.85, Topo: 95.53, Assm: 75.96, PNorm: 143.09, GNorm: 44.13
[Train][1600] Alpha: 0.000, Beta: 0.000, Loss: 36.07, KL: 845.58, MAE: 0.92235, Word Loss: 24.81, Topo Loss: 6.36, Assm Loss: 4.90, Pred Loss: 0.97, Word: 77.73, Topo: 95.67, Assm: 77.14, PNorm: 145.07, GNorm: 43.87
[Train][1700] Alpha: 0.000, Beta: 0.000, Loss: 35.40, KL: 851.73, MAE: 0.89378, Word Loss: 24.33, Topo Loss: 6.31, Assm Loss: 4.76, Pred Loss: 0.91, Word: 78.06, Topo: 95.70, Assm: 77.88, PNorm: 147.04, GNorm: 48.32
[Train][1800] Alpha: 0.000, Beta: 0.000, Loss: 34.07, KL: 891.57, MAE: 0.89763, Word Loss: 23.25, Topo Loss: 5.97, Assm Loss: 4.84, Pred Loss: 0.96, Word: 78.58, Topo: 95.92, Assm: 77.30, PNorm: 148.89, GNorm: 50.00
[Train][1900] Alpha: 0.000, Beta: 0.000, Loss: 32.57, KL: 934.12, MAE: 0.81827, Word Loss: 22.52, Topo Loss: 5.43, Assm Loss: 4.62, Pred Loss: 0.76, Word: 79.13, Topo: 96.25, Assm: 78.94, PNorm: 150.77, GNorm: 50.00
[Train][2000] Alpha: 0.000, Beta: 0.000, Loss: 32.59, KL: 954.36, MAE: 0.85275, Word Loss: 22.39, Topo Loss: 5.57, Assm Loss: 4.63, Pred Loss: 0.83, Word: 79.46, Topo: 96.11, Assm: 78.91, PNorm: 152.70, GNorm: 47.50
[Train][2100] Alpha: 0.000, Beta: 0.000, Loss: 30.66, KL: 1008.55, MAE: 0.85674, Word Loss: 20.74, Topo Loss: 5.54, Assm Loss: 4.38, Pred Loss: 0.87, Word: 80.96, Topo: 96.20, Assm: 79.99, PNorm: 154.48, GNorm: 45.17
[Train][2200] Alpha: 0.000, Beta: 0.000, Loss: 30.31, KL: 1016.23, MAE: 0.86268, Word Loss: 20.73, Topo Loss: 5.31, Assm Loss: 4.26, Pred Loss: 0.90, Word: 80.81, Topo: 96.38, Assm: 80.65, PNorm: 156.23, GNorm: 48.15
[Train][2300] Alpha: 0.000, Beta: 0.000, Loss: 29.26, KL: 1055.69, MAE: 0.88859, Word Loss: 19.89, Topo Loss: 5.31, Assm Loss: 4.05, Pred Loss: 0.96, Word: 81.69, Topo: 96.26, Assm: 81.36, PNorm: 157.80, GNorm: 50.00
[Train][2400] Alpha: 0.000, Beta: 0.000, Loss: 28.85, KL: 1072.43, MAE: 0.93257, Word Loss: 19.56, Topo Loss: 5.32, Assm Loss: 3.97, Pred Loss: 1.02, Word: 81.25, Topo: 96.23, Assm: 81.09, PNorm: 159.52, GNorm: 50.00
[Train][2500] Alpha: 0.000, Beta: 0.000, Loss: 27.93, KL: 1074.88, MAE: 0.85911, Word Loss: 19.02, Topo Loss: 5.18, Assm Loss: 3.73, Pred Loss: 0.85, Word: 82.14, Topo: 96.48, Assm: 82.84, PNorm: 161.09, GNorm: 50.00
[Train][2600] Alpha: 0.000, Beta: 0.000, Loss: 28.22, KL: 1086.15, MAE: 0.85264, Word Loss: 18.84, Topo Loss: 5.45, Assm Loss: 3.94, Pred Loss: 0.85, Word: 82.47, Topo: 96.59, Assm: 82.08, PNorm: 162.75, GNorm: 50.00
[Train][2700] Alpha: 0.000, Beta: 0.000, Loss: 26.58, KL: 1124.03, MAE: 0.81612, Word Loss: 18.07, Topo Loss: 4.90, Assm Loss: 3.61, Pred Loss: 0.79, Word: 82.71, Topo: 96.54, Assm: 83.73, PNorm: 164.23, GNorm: 47.55
[Train][2800] Alpha: 0.000, Beta: 0.000, Loss: 26.35, KL: 1147.36, MAE: 0.88775, Word Loss: 17.92, Topo Loss: 4.89, Assm Loss: 3.55, Pred Loss: 0.93, Word: 82.54, Topo: 96.56, Assm: 83.67, PNorm: 165.68, GNorm: 50.00
[Train][2900] Alpha: 0.000, Beta: 0.000, Loss: 25.47, KL: 1185.67, MAE: 0.84370, Word Loss: 17.52, Topo Loss: 4.59, Assm Loss: 3.36, Pred Loss: 0.84, Word: 83.07, Topo: 96.80, Assm: 84.74, PNorm: 167.18, GNorm: 50.00
[Train][3000] Alpha: 0.000, Beta: 0.000, Loss: 25.08, KL: 1189.17, MAE: 0.83836, Word Loss: 16.93, Topo Loss: 4.67, Assm Loss: 3.48, Pred Loss: 0.83, Word: 83.68, Topo: 96.72, Assm: 84.08, PNorm: 168.67, GNorm: 50.00
[Train][3100] Alpha: 0.000, Beta: 0.000, Loss: 24.73, KL: 1223.44, MAE: 0.78422, Word Loss: 16.89, Topo Loss: 4.43, Assm Loss: 3.42, Pred Loss: 0.69, Word: 84.01, Topo: 97.03, Assm: 84.21, PNorm: 170.08, GNorm: 50.00
[Train][3200] Alpha: 0.000, Beta: 0.000, Loss: 24.17, KL: 1240.08, MAE: 0.83002, Word Loss: 16.45, Topo Loss: 4.36, Assm Loss: 3.36, Pred Loss: 0.78, Word: 83.77, Topo: 96.97, Assm: 84.19, PNorm: 171.66, GNorm: 42.20
[Train][3300] Alpha: 0.000, Beta: 0.000, Loss: 24.30, KL: 1249.42, MAE: 0.81342, Word Loss: 16.49, Topo Loss: 4.62, Assm Loss: 3.19, Pred Loss: 0.78, Word: 84.00, Topo: 96.87, Assm: 84.89, PNorm: 173.02, GNorm: 50.00
[Train][3400] Alpha: 0.000, Beta: 0.000, Loss: 23.46, KL: 1255.40, MAE: 0.82480, Word Loss: 15.80, Topo Loss: 4.42, Assm Loss: 3.24, Pred Loss: 0.79, Word: 84.58, Topo: 96.99, Assm: 85.52, PNorm: 174.41, GNorm: 45.24
[Train][3500] Alpha: 0.000, Beta: 0.000, Loss: 22.83, KL: 1280.33, MAE: 0.79928, Word Loss: 15.38, Topo Loss: 4.36, Assm Loss: 3.10, Pred Loss: 0.75, Word: 85.06, Topo: 96.92, Assm: 85.37, PNorm: 175.75, GNorm: 50.00
[Train][3600] Alpha: 0.000, Beta: 0.000, Loss: 21.99, KL: 1295.10, MAE: 0.79798, Word Loss: 14.80, Topo Loss: 4.13, Assm Loss: 3.07, Pred Loss: 0.74, Word: 85.71, Topo: 97.09, Assm: 85.94, PNorm: 177.12, GNorm: 45.75
[Train][3700] Alpha: 0.000, Beta: 0.000, Loss: 22.04, KL: 1330.51, MAE: 0.82718, Word Loss: 14.89, Topo Loss: 4.07, Assm Loss: 3.08, Pred Loss: 0.82, Word: 85.34, Topo: 97.23, Assm: 86.11, PNorm: 178.45, GNorm: 41.87
[Train][3800] Alpha: 0.000, Beta: 0.000, Loss: 21.57, KL: 1337.41, MAE: 0.77784, Word Loss: 14.67, Topo Loss: 3.97, Assm Loss: 2.93, Pred Loss: 0.71, Word: 85.68, Topo: 97.30, Assm: 86.92, PNorm: 179.70, GNorm: 50.00
[Train][3900] Alpha: 0.000, Beta: 0.000, Loss: 21.40, KL: 1343.33, MAE: 0.80165, Word Loss: 14.32, Topo Loss: 4.21, Assm Loss: 2.87, Pred Loss: 0.74, Word: 85.64, Topo: 97.13, Assm: 87.06, PNorm: 180.95, GNorm: 50.00
[Train][4000] Alpha: 0.000, Beta: 0.000, Loss: 20.50, KL: 1371.02, MAE: 0.75757, Word Loss: 13.85, Topo Loss: 3.70, Assm Loss: 2.96, Pred Loss: 0.65, Word: 86.12, Topo: 97.48, Assm: 85.98, PNorm: 182.25, GNorm: 44.10
[Train][4100] Alpha: 0.000, Beta: 0.000, Loss: 20.45, KL: 1380.99, MAE: 0.76912, Word Loss: 13.58, Topo Loss: 3.93, Assm Loss: 2.94, Pred Loss: 0.68, Word: 86.10, Topo: 97.30, Assm: 86.59, PNorm: 183.46, GNorm: 44.11
[Train][4200] Alpha: 0.000, Beta: 0.000, Loss: 20.52, KL: 1432.45, MAE: 0.73775, Word Loss: 13.68, Topo Loss: 3.96, Assm Loss: 2.88, Pred Loss: 0.63, Word: 86.09, Topo: 97.31, Assm: 87.82, PNorm: 184.70, GNorm: 50.00
[Train][4300] Alpha: 0.000, Beta: 0.000, Loss: 19.26, KL: 1441.27, MAE: 0.72777, Word Loss: 12.90, Topo Loss: 3.64, Assm Loss: 2.73, Pred Loss: 0.62, Word: 86.82, Topo: 97.46, Assm: 87.26, PNorm: 185.94, GNorm: 50.00
[Train][4400] Alpha: 0.000, Beta: 0.000, Loss: 19.06, KL: 1456.37, MAE: 0.75999, Word Loss: 12.92, Topo Loss: 3.58, Assm Loss: 2.55, Pred Loss: 0.67, Word: 86.83, Topo: 97.52, Assm: 88.03, PNorm: 187.14, GNorm: 50.00
[Train][4500] Alpha: 0.000, Beta: 0.000, Loss: 19.64, KL: 1457.03, MAE: 0.74884, Word Loss: 13.13, Topo Loss: 3.66, Assm Loss: 2.85, Pred Loss: 0.66, Word: 86.85, Topo: 97.47, Assm: 87.24, PNorm: 188.39, GNorm: 50.00
[Train][4600] Alpha: 0.000, Beta: 0.000, Loss: 19.86, KL: 1488.43, MAE: 0.70819, Word Loss: 13.01, Topo Loss: 4.09, Assm Loss: 2.77, Pred Loss: 0.58, Word: 86.69, Topo: 97.16, Assm: 87.73, PNorm: 189.64, GNorm: 50.00
[Train][4700] Alpha: 0.000, Beta: 0.000, Loss: 18.52, KL: 1499.59, MAE: 0.73053, Word Loss: 12.24, Topo Loss: 3.65, Assm Loss: 2.64, Pred Loss: 0.63, Word: 87.60, Topo: 97.48, Assm: 87.79, PNorm: 190.86, GNorm: 50.00
[Train][4800] Alpha: 0.000, Beta: 0.000, Loss: 18.46, KL: 1513.91, MAE: 0.71378, Word Loss: 12.34, Topo Loss: 3.73, Assm Loss: 2.40, Pred Loss: 0.59, Word: 87.44, Topo: 97.44, Assm: 89.22, PNorm: 192.03, GNorm: 50.00
[Train][4900] Alpha: 0.000, Beta: 0.000, Loss: 18.08, KL: 1531.64, MAE: 0.69225, Word Loss: 12.12, Topo Loss: 3.48, Assm Loss: 2.48, Pred Loss: 0.57, Word: 87.70, Topo: 97.64, Assm: 89.04, PNorm: 193.14, GNorm: 44.45
[Train][5000] Alpha: 0.000, Beta: 0.000, Loss: 17.92, KL: 1532.97, MAE: 0.69709, Word Loss: 12.07, Topo Loss: 3.50, Assm Loss: 2.35, Pred Loss: 0.58, Word: 87.67, Topo: 97.65, Assm: 89.34, PNorm: 194.28, GNorm: 50.00
[Train][5100] Alpha: 0.000, Beta: 0.000, Loss: 18.00, KL: 1542.00, MAE: 0.69745, Word Loss: 12.27, Topo Loss: 3.37, Assm Loss: 2.36, Pred Loss: 0.57, Word: 87.44, Topo: 97.72, Assm: 89.36, PNorm: 195.45, GNorm: 50.00
[Train][5200] Alpha: 0.000, Beta: 0.000, Loss: 17.22, KL: 1560.32, MAE: 0.73127, Word Loss: 11.60, Topo Loss: 3.24, Assm Loss: 2.38, Pred Loss: 0.63, Word: 87.88, Topo: 97.82, Assm: 89.63, PNorm: 196.58, GNorm: 50.00
[Train][5300] Alpha: 0.000, Beta: 0.000, Loss: 17.46, KL: 1578.35, MAE: 0.72775, Word Loss: 11.83, Topo Loss: 3.15, Assm Loss: 2.48, Pred Loss: 0.60, Word: 87.84, Topo: 97.83, Assm: 89.53, PNorm: 197.73, GNorm: 50.00
[Train][5400] Alpha: 0.000, Beta: 0.000, Loss: 16.76, KL: 1595.31, MAE: 0.67495, Word Loss: 11.38, Topo Loss: 3.13, Assm Loss: 2.26, Pred Loss: 0.53, Word: 88.34, Topo: 97.91, Assm: 89.55, PNorm: 198.84, GNorm: 50.00
[Train][5500] Alpha: 0.000, Beta: 0.000, Loss: 16.55, KL: 1598.45, MAE: 0.70624, Word Loss: 11.25, Topo Loss: 3.07, Assm Loss: 2.23, Pred Loss: 0.59, Word: 88.24, Topo: 97.96, Assm: 89.94, PNorm: 199.99, GNorm: 50.00
[Train][5600] Alpha: 0.000, Beta: 0.000, Loss: 16.81, KL: 1623.32, MAE: 0.70201, Word Loss: 11.44, Topo Loss: 3.15, Assm Loss: 2.21, Pred Loss: 0.59, Word: 88.21, Topo: 97.85, Assm: 90.38, PNorm: 201.09, GNorm: 50.00
[Train][5700] Alpha: 0.000, Beta: 0.000, Loss: 16.73, KL: 1644.15, MAE: 0.70525, Word Loss: 11.34, Topo Loss: 3.14, Assm Loss: 2.25, Pred Loss: 0.58, Word: 88.29, Topo: 97.85, Assm: 90.23, PNorm: 202.18, GNorm: 45.11
[Train][5800] Alpha: 0.000, Beta: 0.000, Loss: 15.78, KL: 1645.12, MAE: 0.66235, Word Loss: 10.66, Topo Loss: 2.96, Assm Loss: 2.16, Pred Loss: 0.51, Word: 88.71, Topo: 97.98, Assm: 90.23, PNorm: 203.18, GNorm: 50.00
[Train][5900] Alpha: 0.000, Beta: 0.000, Loss: 16.56, KL: 1688.55, MAE: 0.66537, Word Loss: 11.01, Topo Loss: 3.30, Assm Loss: 2.24, Pred Loss: 0.51, Word: 88.56, Topo: 97.94, Assm: 90.23, PNorm: 204.22, GNorm: 48.20
[Train][6000] Alpha: 0.000, Beta: 0.000, Loss: 15.47, KL: 1665.67, MAE: 0.62871, Word Loss: 10.41, Topo Loss: 3.02, Assm Loss: 2.04, Pred Loss: 0.48, Word: 89.12, Topo: 98.03, Assm: 90.72, PNorm: 205.37, GNorm: 50.00
[Train][6100] Alpha: 0.000, Beta: 0.000, Loss: 15.70, KL: 1653.26, MAE: 0.63604, Word Loss: 10.70, Topo Loss: 2.92, Assm Loss: 2.08, Pred Loss: 0.48, Word: 88.55, Topo: 97.98, Assm: 91.07, PNorm: 206.35, GNorm: 50.00
[Train][6200] Alpha: 0.000, Beta: 0.000, Loss: 14.91, KL: 1699.72, MAE: 0.64419, Word Loss: 10.21, Topo Loss: 2.84, Assm Loss: 1.85, Pred Loss: 0.50, Word: 89.25, Topo: 98.05, Assm: 91.58, PNorm: 207.47, GNorm: 41.18
[Train][6300] Alpha: 0.000, Beta: 0.000, Loss: 15.26, KL: 1710.93, MAE: 0.66791, Word Loss: 10.45, Topo Loss: 2.89, Assm Loss: 1.92, Pred Loss: 0.53, Word: 89.08, Topo: 98.01, Assm: 91.91, PNorm: 208.53, GNorm: 50.00
[Train][6400] Alpha: 0.000, Beta: 0.000, Loss: 15.00, KL: 1706.79, MAE: 0.64873, Word Loss: 10.33, Topo Loss: 2.63, Assm Loss: 2.04, Pred Loss: 0.51, Word: 89.11, Topo: 98.26, Assm: 90.40, PNorm: 209.64, GNorm: 50.00
[Train][6500] Alpha: 0.000, Beta: 0.000, Loss: 15.20, KL: 1727.65, MAE: 0.68609, Word Loss: 10.23, Topo Loss: 2.83, Assm Loss: 2.14, Pred Loss: 0.56, Word: 89.17, Topo: 98.08, Assm: 90.09, PNorm: 210.81, GNorm: 50.00
[Train][6600] Alpha: 0.000, Beta: 0.000, Loss: 14.47, KL: 1728.53, MAE: 0.71013, Word Loss: 10.03, Topo Loss: 2.59, Assm Loss: 1.85, Pred Loss: 0.58, Word: 89.44, Topo: 98.28, Assm: 91.60, PNorm: 211.89, GNorm: 50.00
[Train][6700] Alpha: 0.000, Beta: 0.000, Loss: 15.09, KL: 1727.78, MAE: 0.65118, Word Loss: 10.22, Topo Loss: 2.76, Assm Loss: 2.11, Pred Loss: 0.50, Word: 89.31, Topo: 98.12, Assm: 90.96, PNorm: 212.98, GNorm: 50.00
[Train][6800] Alpha: 0.000, Beta: 0.000, Loss: 14.20, KL: 1730.37, MAE: 0.65372, Word Loss: 9.55, Topo Loss: 2.72, Assm Loss: 1.93, Pred Loss: 0.50, Word: 90.05, Topo: 98.18, Assm: 91.29, PNorm: 213.96, GNorm: 50.00
[Train][6900] Alpha: 0.000, Beta: 0.000, Loss: 14.54, KL: 1766.26, MAE: 0.65917, Word Loss: 9.94, Topo Loss: 2.74, Assm Loss: 1.86, Pred Loss: 0.52, Word: 89.48, Topo: 98.13, Assm: 91.40, PNorm: 214.93, GNorm: 50.00
[Train][7000] Alpha: 0.000, Beta: 0.000, Loss: 14.23, KL: 1793.70, MAE: 0.64145, Word Loss: 9.53, Topo Loss: 2.81, Assm Loss: 1.89, Pred Loss: 0.47, Word: 89.77, Topo: 98.15, Assm: 92.12, PNorm: 215.95, GNorm: 49.57
[Train][7100] Alpha: 0.000, Beta: 0.000, Loss: 13.89, KL: 1796.77, MAE: 0.67731, Word Loss: 9.50, Topo Loss: 2.60, Assm Loss: 1.79, Pred Loss: 0.55, Word: 89.86, Topo: 98.24, Assm: 92.01, PNorm: 216.99, GNorm: 48.89
[Train][7200] Alpha: 0.000, Beta: 0.000, Loss: 13.90, KL: 1795.58, MAE: 0.65442, Word Loss: 9.55, Topo Loss: 2.56, Assm Loss: 1.79, Pred Loss: 0.49, Word: 89.74, Topo: 98.30, Assm: 92.27, PNorm: 218.03, GNorm: 50.00
[Train][7300] Alpha: 0.000, Beta: 0.000, Loss: 13.77, KL: 1801.84, MAE: 0.64462, Word Loss: 9.20, Topo Loss: 2.67, Assm Loss: 1.90, Pred Loss: 0.47, Word: 90.25, Topo: 98.23, Assm: 91.56, PNorm: 219.03, GNorm: 49.78
[Train][7400] Alpha: 0.000, Beta: 0.000, Loss: 13.87, KL: 1820.98, MAE: 0.62065, Word Loss: 9.41, Topo Loss: 2.57, Assm Loss: 1.88, Pred Loss: 0.46, Word: 89.97, Topo: 98.29, Assm: 92.06, PNorm: 220.00, GNorm: 50.00
[Train][7500] Alpha: 0.000, Beta: 0.000, Loss: 14.00, KL: 1842.83, MAE: 0.62077, Word Loss: 9.35, Topo Loss: 2.83, Assm Loss: 1.81, Pred Loss: 0.46, Word: 89.77, Topo: 98.06, Assm: 92.37, PNorm: 220.98, GNorm: 44.37
[Train][7600] Alpha: 0.000, Beta: 0.000, Loss: 13.36, KL: 1857.72, MAE: 0.65246, Word Loss: 9.02, Topo Loss: 2.57, Assm Loss: 1.77, Pred Loss: 0.51, Word: 90.11, Topo: 98.29, Assm: 92.26, PNorm: 221.95, GNorm: 50.00
[Train][7700] Alpha: 0.000, Beta: 0.000, Loss: 13.31, KL: 1840.91, MAE: 0.70545, Word Loss: 9.10, Topo Loss: 2.60, Assm Loss: 1.61, Pred Loss: 0.57, Word: 90.33, Topo: 98.33, Assm: 92.88, PNorm: 222.90, GNorm: 49.39
[Train][7800] Alpha: 0.000, Beta: 0.000, Loss: 13.14, KL: 1841.09, MAE: 0.66390, Word Loss: 8.92, Topo Loss: 2.47, Assm Loss: 1.75, Pred Loss: 0.51, Word: 90.34, Topo: 98.34, Assm: 92.31, PNorm: 223.89, GNorm: 44.83
[Train][7900] Alpha: 0.000, Beta: 0.000, Loss: 13.38, KL: 1848.44, MAE: 0.65928, Word Loss: 8.80, Topo Loss: 2.63, Assm Loss: 1.95, Pred Loss: 0.51, Word: 90.45, Topo: 98.23, Assm: 91.81, PNorm: 224.98, GNorm: 43.32
[Train][8000] Alpha: 0.000, Beta: 0.000, Loss: 13.25, KL: 1847.93, MAE: 0.63988, Word Loss: 8.90, Topo Loss: 2.47, Assm Loss: 1.89, Pred Loss: 0.48, Word: 90.64, Topo: 98.35, Assm: 92.05, PNorm: 225.99, GNorm: 48.22
[Train][8100] Alpha: 0.000, Beta: 0.000, Loss: 12.84, KL: 1849.37, MAE: 0.68284, Word Loss: 8.89, Topo Loss: 2.33, Assm Loss: 1.63, Pred Loss: 0.54, Word: 90.31, Topo: 98.42, Assm: 92.94, PNorm: 226.89, GNorm: 45.92
[Train][8200] Alpha: 0.000, Beta: 0.000, Loss: 12.68, KL: 1857.49, MAE: 0.63210, Word Loss: 8.68, Topo Loss: 2.43, Assm Loss: 1.57, Pred Loss: 0.47, Word: 90.80, Topo: 98.39, Assm: 92.78, PNorm: 227.89, GNorm: 41.48
[Train][8300] Alpha: 0.000, Beta: 0.000, Loss: 12.50, KL: 1874.23, MAE: 0.63263, Word Loss: 8.50, Topo Loss: 2.34, Assm Loss: 1.66, Pred Loss: 0.47, Word: 90.87, Topo: 98.44, Assm: 92.79, PNorm: 228.87, GNorm: 36.27
[Train][8400] Alpha: 0.000, Beta: 0.000, Loss: 13.02, KL: 1889.08, MAE: 0.65943, Word Loss: 8.96, Topo Loss: 2.34, Assm Loss: 1.71, Pred Loss: 0.50, Word: 90.39, Topo: 98.46, Assm: 92.23, PNorm: 229.89, GNorm: 47.01
[Train][8500] Alpha: 0.000, Beta: 0.000, Loss: 12.55, KL: 1910.63, MAE: 0.64119, Word Loss: 8.72, Topo Loss: 2.27, Assm Loss: 1.56, Pred Loss: 0.48, Word: 90.57, Topo: 98.44, Assm: 93.31, PNorm: 230.77, GNorm: 50.00
[Train][8600] Alpha: 0.000, Beta: 0.000, Loss: 12.26, KL: 1891.46, MAE: 0.64529, Word Loss: 8.31, Topo Loss: 2.29, Assm Loss: 1.67, Pred Loss: 0.50, Word: 91.02, Topo: 98.37, Assm: 92.98, PNorm: 231.81, GNorm: 50.00
[Train][8700] Alpha: 0.000, Beta: 0.000, Loss: 12.66, KL: 1913.65, MAE: 0.66306, Word Loss: 8.68, Topo Loss: 2.36, Assm Loss: 1.62, Pred Loss: 0.50, Word: 90.65, Topo: 98.41, Assm: 93.01, PNorm: 232.80, GNorm: 50.00
[Train][8800] Alpha: 0.000, Beta: 0.000, Loss: 11.92, KL: 1914.09, MAE: 0.64141, Word Loss: 8.02, Topo Loss: 2.27, Assm Loss: 1.64, Pred Loss: 0.49, Word: 91.28, Topo: 98.53, Assm: 93.00, PNorm: 233.74, GNorm: 50.00
[Train][8900] Alpha: 0.000, Beta: 0.000, Loss: 12.25, KL: 1907.67, MAE: 0.65549, Word Loss: 8.65, Topo Loss: 2.11, Assm Loss: 1.50, Pred Loss: 0.50, Word: 90.57, Topo: 98.57, Assm: 93.60, PNorm: 234.74, GNorm: 50.00
[Train][9000] Alpha: 0.000, Beta: 0.000, Loss: 12.29, KL: 1931.86, MAE: 0.62922, Word Loss: 8.53, Topo Loss: 2.25, Assm Loss: 1.52, Pred Loss: 0.47, Word: 90.80, Topo: 98.51, Assm: 93.31, PNorm: 235.65, GNorm: 43.90
[Train][9100] Alpha: 0.000, Beta: 0.000, Loss: 12.09, KL: 1934.58, MAE: 0.62244, Word Loss: 8.29, Topo Loss: 2.27, Assm Loss: 1.53, Pred Loss: 0.44, Word: 91.09, Topo: 98.47, Assm: 93.33, PNorm: 236.59, GNorm: 49.85
[Train][9200] Alpha: 0.000, Beta: 0.000, Loss: 11.82, KL: 1933.25, MAE: 0.63694, Word Loss: 8.19, Topo Loss: 2.18, Assm Loss: 1.45, Pred Loss: 0.47, Word: 90.99, Topo: 98.63, Assm: 93.48, PNorm: 237.43, GNorm: 48.70
[Train][9300] Alpha: 0.000, Beta: 0.000, Loss: 12.05, KL: 1953.80, MAE: 0.61831, Word Loss: 8.04, Topo Loss: 2.36, Assm Loss: 1.65, Pred Loss: 0.45, Word: 91.31, Topo: 98.52, Assm: 93.55, PNorm: 238.40, GNorm: 42.11
